 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:1998
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"411915 Pinhais";195;181;222;187;197;204;182;210;188;190;164;174;2294
"411925 Pinhal de São Bento";1;4;5;3;3;11;4;8;5;4;4;2;54
"411920 Pinhalão";7;9;8;12;15;12;11;4;8;13;7;8;114
"411930 Pinhão";87;77;76;56;71;70;63;83;74;74;72;67;870
"411940 Piraí do Sul";56;46;44;41;38;38;34;36;36;48;37;37;491
"411950 Piraquara";128;117;126;113;101;99;101;103;97;99;83;92;1259
"411960 Pitanga";73;48;72;58;61;69;67;70;55;65;57;50;745
"411965 Pitangueiras";6;4;2;3;3;4;3;2;3;4;1;2;37
"411970 Planaltina do Paraná";-;-;6;6;10;7;5;2;6;4;5;4;55
"411980 Planalto";56;16;20;14;13;14;13;12;18;18;11;6;211
"411990 Ponta Grossa";466;461;506;506;560;537;537;523;496;468;506;454;6020
"411995 Pontal do Paraná";15;22;20;18;18;22;14;32;21;12;20;10;224
"412000 Porecatu";29;26;34;2;39;32;24;22;26;21;21;12;288
"412010 Porto Amazonas";13;6;5;4;7;12;6;8;5;2;2;5;75
"412015 Porto Barreiro";4;11;8;2;5;9;5;4;6;14;8;10;86
"412020 Porto Rico";-;-;8;9;6;8;3;1;3;4;-;4;46
"412030 Porto Vitória";7;9;11;5;7;9;6;8;9;6;16;6;99
"412033 Prado Ferreira";10;4;6;1;8;2;3;3;1;3;3;2;46
"412035 Pranchita";14;5;13;7;10;9;9;6;8;9;6;5;101
"412040 Presidente Castelo Branco";6;7;5;7;8;2;6;3;12;7;8;-;71
"412050 Primeiro de Maio";14;11;16;2;21;18;15;12;15;17;7;10;158
"412060 Prudentópolis";88;73;71;85;72;99;105;68;76;86;68;76;967
"412065 Quarto Centenário";3;5;13;9;9;2;4;8;5;7;8;6;79
"412070 Quatiguá";3;5;6;9;6;16;10;11;8;5;10;5;94
"412080 Quatro Barras";21;23;32;25;37;29;34;29;35;33;20;35;353
"412085 Quatro Pontes";7;-;10;3;4;1;2;3;2;3;5;5;45
"412090 Quedas do Iguaçu";49;51;59;38;63;64;55;64;68;58;48;41;658
"412100 Querência do Norte";-;2;23;16;20;22;19;18;25;15;13;11;184
"412110 Quinta do Sol";8;10;7;9;9;11;8;5;4;6;6;5;88
"412120 Quitandinha";40;22;17;21;33;23;23;27;18;17;21;11;273
"412125 Ramilândia";5;3;5;6;8;6;-;3;4;8;10;8;66
"412130 Rancho Alegre";9;5;3;7;10;3;6;3;7;5;6;7;71
"412135 Rancho Alegre D'Oeste";2;7;6;4;4;9;5;7;1;1;3;6;55
"412140 Realeza";33;17;14;24;26;30;21;27;19;27;20;9;267
"412150 Rebouças";35;26;18;20;19;22;21;29;24;25;18;22;279
"412160 Renascença";13;6;9;10;10;13;8;10;8;9;8;10;114
"412170 Reserva";46;51;50;53;56;49;46;55;58;54;36;54;608
"412175 Reserva do Iguaçu";11;14;14;13;21;14;13;21;7;15;19;11;173
"412180 Ribeirão Claro";14;14;17;11;14;13;16;13;18;18;14;15;177
"412190 Ribeirão do Pinhal";30;16;29;23;23;25;25;30;25;26;24;27;303
"412200 Rio Azul";22;21;26;22;23;20;25;29;30;32;16;21;287
"412210 Rio Bom";3;4;5;8;3;4;5;5;2;3;4;3;49
"412215 Rio Bonito do Iguaçu";22;18;33;25;16;26;24;17;38;32;31;31;313
"412217 Rio Branco do Ivaí";2;6;9;8;9;4;4;8;12;9;3;5;79
"412220 Rio Branco do Sul";64;70;68;73;73;73;84;74;66;56;57;70;828
"412230 Rio Negro";57;46;63;66;51;54;51;41;66;50;41;51;637
"412240 Rolândia";87;77;71;72;73;70;83;62;56;69;65;64;849
"412250 Roncador";18;26;21;28;22;22;24;26;22;18;10;15;252
"412260 Rondon";22;14;17;13;18;12;17;9;10;5;9;9;155
"412265 Rosário do Ivaí";10;9;10;13;10;11;8;9;13;11;16;-;120
"412270 Sabáudia";1;7;8;10;11;5;2;6;6;3;5;9;73
"412280 Salgado Filho";10;8;4;14;18;12;13;7;14;7;7;10;124
"412290 Salto do Itararé";5;2;12;4;12;9;11;18;2;5;9;10;99
"412300 Salto do Lontra";27;19;23;26;22;17;25;16;31;17;16;10;249
"412310 Santa Amélia";5;4;7;6;7;4;10;5;5;8;11;5;77
"412320 Santa Cecília do Pavão";5;8;4;9;5;9;9;11;6;6;6;7;85
"412330 Santa Cruz de Monte Castelo";2;6;15;8;12;15;13;7;9;10;8;6;111
"412340 Santa Fé";11;14;9;10;14;11;13;12;16;13;9;10;142
"412350 Santa Helena";39;27;37;35;25;36;35;28;23;28;28;23;364
"412360 Santa Inês";3;4;2;-;2;4;4;2;2;4;2;-;29
"412370 Santa Isabel do Ivaí";18;14;16;10;16;10;14;13;1;6;13;18;149
"412380 Santa Izabel do Oeste";17;12;25;15;27;17;21;20;20;16;14;12;216
"412382 Santa Lúcia";7;7;11;3;11;4;7;7;7;8;4;7;83
"412385 Santa Maria do Oeste";27;17;22;12;18;23;27;23;23;29;19;16;256
"412390 Santa Mariana";22;25;13;14;28;19;24;25;13;10;14;14;221
"412395 Santa Mônica";-;2;9;4;-;5;3;4;2;3;5;5;42
"412402 Santa Tereza do Oeste";8;14;21;16;18;9;12;13;10;12;12;14;159
"412405 Santa Terezinha de Itaipu";35;33;48;38;38;31;31;35;46;28;33;29;425
"412400 Santana do Itararé";10;9;6;5;7;9;10;2;7;5;9;8;87
"412410 Santo Antônio da Platina";55;60;82;59;62;60;71;55;60;58;54;56;732
"412420 Santo Antônio do Caiuá";-;-;5;5;7;3;3;3;5;7;3;1;42
"412430 Santo Antônio do Paraíso";5;2;4;2;6;1;3;6;3;2;3;3;40
"412440 Santo Antônio do Sudoeste";38;33;34;26;34;26;32;34;32;28;24;37;378
"412450 Santo Inácio";9;4;10;10;5;4;6;6;4;3;5;4;70
"412460 São Carlos do Ivaí";2;4;12;5;3;10;7;7;9;8;4;5;76
"412470 São Jerônimo da Serra";27;21;20;14;21;22;20;22;26;21;28;12;254
"412480 São João";17;16;20;8;20;22;15;8;17;13;7;15;178
"412490 São João do Caiuá";1;1;13;13;12;13;7;9;4;12;6;9;100
"412500 São João do Ivaí";16;23;20;27;10;16;17;24;22;24;15;19;233
"412510 São João do Triunfo";23;19;26;23;22;24;18;18;19;10;14;13;229
"412520 São Jorge d'Oeste";10;11;22;20;9;9;7;8;17;6;11;8;138
"412530 São Jorge do Ivaí";5;8;9;6;12;12;6;4;10;6;9;5;92
"412535 São Jorge do Patrocínio";4;5;8;9;11;5;11;16;5;8;8;7;97
"412540 São José da Boa Vista";12;7;11;8;18;10;10;14;11;11;9;7;128
"412545 São José das Palmeiras";6;7;9;6;7;7;4;3;7;9;5;8;78
"412550 São José dos Pinhais";418;338;400;386;396;380;363;364;385;370;364;354;4518
"412555 São Manoel do Paraná";2;2;2;3;3;2;5;1;1;-;2;2;25
"412560 São Mateus do Sul";60;78;68;67;87;59;70;52;55;64;58;56;774
"412570 São Miguel do Iguaçu";54;54;62;46;53;62;41;44;43;48;42;29;578
"412575 São Pedro do Iguaçu";13;9;10;7;14;11;11;11;10;4;12;9;121
"412580 São Pedro do Ivaí";12;10;10;8;16;18;9;22;18;26;11;14;174
"412590 São Pedro do Paraná";1;1;4;6;7;1;3;4;4;8;4;-;43
"412600 São Sebastião da Amoreira";16;22;13;12;14;17;16;19;18;18;6;12;183
"412610 São Tomé";6;8;6;8;10;8;10;8;4;5;6;7;86
"412620 Sapopema";18;9;17;17;11;22;12;11;8;13;11;8;157
"412625 Sarandi";113;116;127;114;109;96;116;133;102;105;89;103;1323
"412627 Saudade do Iguaçu";12;8;9;7;6;9;9;9;3;1;6;9;88
"412630 Sengés";24;20;29;30;30;12;28;34;23;24;17;23;294
"412635 Serranópolis do Iguaçu";7;6;5;10;6;9;6;5;5;8;4;4;75
"412640 Sertaneja";11;3;7;11;14;11;9;9;5;6;8;9;103
"412650 Sertanópolis";17;16;22;5;20;16;20;15;24;16;15;25;211
"412660 Siqueira Campos";25;16;14;22;18;22;18;20;24;24;22;20;245
"412665 Sulina";-;6;7;4;3;2;4;9;4;7;6;2;54
"412667 Tamarana";22;18;27;12;26;17;28;16;24;22;19;16;247
"412670 Tamboara";4;3;6;3;6;6;3;4;11;6;1;2;55
"412680 Tapejara";28;18;33;29;28;26;24;23;22;21;14;13;279
"412690 Tapira";5;5;17;5;11;8;14;7;4;6;4;7;93
"412700 Teixeira Soares";18;10;18;13;23;18;18;19;18;14;17;7;193
"412710 Telêmaco Borba";121;103;115;97;116;136;144;115;132;105;96;112;1392
"412720 Terra Boa";24;19;36;17;29;25;29;26;26;19;25;26;301
"412730 Terra Rica";1;-;26;26;30;19;25;18;20;19;18;22;224
"412740 Terra Roxa";23;18;25;18;27;19;14;18;26;10;18;22;238
"412750 Tibagi";38;31;35;32;25;31;38;26;26;35;26;24;367
"412760 Tijucas do Sul";24;17;30;31;22;29;22;22;20;19;21;14;271
"412770 Toledo";148;152;170;139;154;159;164;161;146;130;134;139;1796
"412780 Tomazina";12;11;15;11;15;13;10;9;15;12;12;7;142
"412785 Três Barras do Paraná";20;18;24;26;21;26;21;22;18;10;13;18;237
"412788 Tunas do Paraná";7;9;14;7;10;7;12;10;6;8;5;9;104
"412790 Tuneiras do Oeste";15;11;17;5;11;12;15;24;13;11;11;7;152
"412795 Tupãssi";11;18;15;17;8;5;7;15;6;9;9;9;129
"412796 Turvo";36;22;31;26;26;20;24;22;30;26;34;26;323
"412800 Ubiratã";39;31;41;36;35;35;35;33;33;32;22;30;402
"412810 Umuarama";149;122;143;124;126;148;120;117;112;117;116;101;1495
"412820 União da Vitória";100;86;83;103;85;95;103;103;111;95;71;53;1088
"412830 Uniflor";6;2;6;3;2;3;1;2;5;3;4;1;38
"412840 Uraí";17;17;14;11;14;12;16;19;17;20;19;12;188
"412853 Ventania";12;15;15;16;14;16;18;8;19;12;8;16;169
"412855 Vera Cruz do Oeste";22;27;16;18;14;17;15;14;27;15;15;11;211
"412860 Verê";11;13;9;14;16;18;11;12;12;12;12;5;145
"412865 Virmond";11;8;3;6;6;5;8;8;8;5;4;5;77
"412870 Vitorino";11;10;7;3;7;9;7;5;6;8;2;4;79
"412850 Wenceslau Braz";29;36;33;47;43;35;36;33;34;23;28;23;400
"412880 Xambrê";2;11;5;8;7;7;5;6;8;10;7;10;86
"410000 Município ignorado - PR";1;-;1;1;-;-;3;1;-;1;-;1;9
"420005 Abdon Batista";2;1;-;2;4;2;-;3;3;2;3;3;25
"420010 Abelardo Luz";50;27;24;35;33;29;36;33;35;32;22;37;393
"420020 Agrolândia";11;9;16;8;9;14;18;8;17;10;16;13;149
"420030 Agronômica";8;3;4;7;8;6;7;3;4;4;8;10;72
"420040 Água Doce";14;11;11;5;18;10;14;16;12;14;15;20;160
"420050 Águas de Chapecó";10;12;12;11;10;9;14;8;8;10;15;6;125
"420055 Águas Frias";4;2;5;5;8;4;1;3;3;1;3;5;44
"420060 Águas Mornas";7;7;7;12;5;14;6;8;2;11;6;6;91
"420070 Alfredo Wagner";10;16;20;13;15;14;16;11;14;8;12;16;165
"420075 Alto Bela Vista";2;4;3;1;2;3;1;1;-;1;1;1;20
"420080 Anchieta";12;16;14;11;21;11;16;17;13;11;11;12;165
"420090 Angelina";6;6;8;9;9;7;11;8;12;7;9;10;102
"420100 Anita Garibaldi";20;12;16;12;16;16;17;17;21;18;15;14;194
"420110 Anitápolis";6;3;4;3;5;7;6;3;6;7;3;6;59
"420120 Antônio Carlos";8;8;11;7;20;11;4;3;3;5;9;3;92
"420125 Apiúna";18;9;16;13;8;13;18;10;4;-;-;-;109
"420127 Arabutã";4;1;1;2;4;6;3;5;5;4;8;4;47
"420130 Araquari";27;27;28;13;29;28;36;35;28;25;21;1;298
"420140 Araranguá";97;88;77;80;85;81;84;80;93;87;79;68;999
"420150 Armazém";6;2;6;11;11;11;8;6;5;7;10;11;94
"420160 Arroio Trinta";3;2;3;3;2;2;4;4;2;3;6;2;36
"420165 Arvoredo";3;1;3;3;8;3;3;3;1;1;3;2;34
"420170 Ascurra";8;11;14;6;10;7;17;3;6;-;2;-;84
"420180 Atalanta";2;7;4;7;-;7;4;8;6;3;6;2;56
"420190 Aurora";7;10;4;10;10;9;7;11;10;5;7;4;94
"420195 Balneário Arroio do Silva";13;8;4;6;8;5;9;11;12;7;7;6;96
"420205 Balneário Barra do Sul";4;5;9;3;7;8;10;5;8;5;5;-;69
"420200 Balneário Camboriú";126;119;113;94;95;115;113;97;99;103;78;117;1269
"420207 Balneário Gaivota";8;4;8;13;10;6;7;14;6;7;8;11;102
"421280 Balneário Piçarras";21;18;20;21;26;14;31;16;21;18;9;6;221
"420208 Bandeirante";6;6;7;9;4;1;1;5;4;3;6;3;55
"420209 Barra Bonita";5;4;3;4;3;-;2;4;6;4;2;2;39
"420210 Barra Velha";21;16;33;33;28;26;28;23;33;25;26;17;309
"420213 Bela Vista do Toldo";1;7;4;8;4;3;8;6;6;6;5;7;65
"420215 Belmonte";7;2;2;2;5;6;1;1;6;2;6;7;47
"420220 Benedito Novo";9;6;7;9;6;5;2;7;4;-;-;-;55
"420230 Biguaçu";70;75;76;83;74;82;85;22;61;48;56;68;800
"420240 Blumenau";417;373;453;401;400;373;452;396;331;324;311;375;4606
"420243 Bocaina do Sul";7;5;3;8;9;1;5;3;2;7;7;5;62
"420250 Bom Jardim da Serra";1;4;7;6;7;7;6;2;13;10;8;3;74
"420253 Bom Jesus";2;4;5;2;3;3;4;2;3;3;4;3;38
"420257 Bom Jesus do Oeste";3;3;4;2;4;2;1;3;3;1;-;2;28
"420260 Bom Retiro";20;12;14;13;11;9;5;8;13;17;24;10;156
"420245 Bombinhas";12;13;8;15;14;12;9;12;19;7;12;14;147
"420270 Botuverá";7;5;2;5;2;3;1;3;6;4;1;-;39
"420280 Braço do Norte";22;32;43;46;47;41;37;36;39;37;22;33;435
"420285 Braço do Trombudo";4;6;6;3;4;6;6;10;2;6;4;7;64
"420287 Brunópolis";4;2;7;6;8;3;9;3;6;3;6;-;57
"420290 Brusque";94;82;126;96;95;83;85;53;87;37;-;2;840
"420300 Caçador";148;140;144;129;132;151;152;136;148;145;120;121;1666
"420310 Caibi";13;8;11;14;5;13;9;9;9;10;8;7;116
"420315 Calmon";-;6;2;6;7;2;4;3;6;-;6;6;48
"420320 Camboriú";89;84;78;81;75;86;82;69;77;67;72;68;928
"420330 Campo Alegre";23;13;19;18;14;18;18;26;17;15;10;-;191
"420340 Campo Belo do Sul";14;9;8;7;10;7;9;10;11;8;5;-;98
"420350 Campo Erê";26;20;24;32;20;22;22;21;25;17;20;19;268
"420360 Campos Novos";52;48;63;40;60;60;52;51;40;61;60;56;643
"420370 Canelinha";20;10;6;17;12;13;9;12;18;7;5;10;139
"420380 Canoinhas";107;95;29;102;92;97;130;107;95;95;108;95;1152
"420325 Capão Alto";5;2;4;4;1;2;3;5;5;2;1;2;36
"420390 Capinzal";28;27;22;37;27;25;41;24;25;28;33;27;344
"420395 Capivari de Baixo";24;33;33;19;30;22;27;35;26;22;30;22;323
"420400 Catanduvas";15;12;25;12;9;16;11;8;15;17;12;19;171
"420410 Caxambu do Sul";11;9;8;5;4;7;5;9;8;9;9;10;94
"420415 Celso Ramos";2;6;3;4;3;6;3;2;4;4;-;6;43
"420417 Cerro Negro";3;4;6;9;4;6;4;2;9;8;9;8;72
"420419 Chapadão do Lageado";1;1;4;4;4;4;6;6;4;5;6;3;48
"420420 Chapecó";249;257;249;240;216;248;239;248;265;250;226;261;2948
"420425 Cocal do Sul";20;16;19;16;16;21;28;15;9;9;11;11;191
"420430 Concórdia";116;88;99;87;107;96;99;87;91;99;82;107;1158
"420435 Cordilheira Alta";4;5;5;8;3;6;5;2;5;2;1;-;46
"420440 Coronel Freitas";16;12;8;8;10;10;14;9;12;13;9;11;132
"420445 Coronel Martins";7;-;2;2;3;4;8;8;4;3;3;2;46
"420455 Correia Pinto";31;21;18;23;31;34;9;20;33;35;18;18;291
"420450 Corupá";12;12;19;13;18;26;16;13;14;15;16;12;186
"420460 Criciúma";277;251;297;298;276;251;266;208;214;269;221;235;3063
"420470 Cunha Porã";14;14;17;16;23;11;13;18;19;14;11;10;180
"420475 Cunhataí";2;4;3;4;1;-;1;1;1;1;1;2;21
"420480 Curitibanos";66;75;78;64;66;76;71;76;107;98;88;79;944
"420490 Descanso";12;12;16;18;18;17;15;17;11;7;6;9;158
"420500 Dionísio Cerqueira";25;30;31;32;31;24;34;25;32;29;22;27;342
"420510 Dona Emma";8;10;7;2;2;6;4;7;6;6;4;2;64
"420515 Doutor Pedrinho";4;6;6;6;2;3;4;2;2;-;-;-;35
"420517 Entre Rios";12;11;4;5;9;7;10;6;5;8;3;4;84
"420519 Ermo";4;8;5;3;2;8;6;8;6;4;8;1;63
"420520 Erval Velho";9;8;8;5;2;1;6;4;3;6;2;7;61
"420530 Faxinal dos Guedes";21;16;24;12;17;17;12;15;17;15;12;15;193
"420535 Flor do Sertão";2;3;2;-;-;4;7;1;-;2;4;4;29
"420540 Florianópolis";445;439;497;439;435;440;472;468;438;429;397;438;5337
"420543 Formosa do Sul";6;6;2;3;2;4;3;4;5;4;6;6;51
"420545 Forquilhinha";35;24;27;23;31;16;23;20;29;17;26;20;291
"420550 Fraiburgo";72;58;66;72;73;52;73;77;60;46;69;57;775
"420555 Frei Rogério";2;2;7;3;7;2;4;3;8;4;5;5;52
"420560 Galvão";6;5;1;4;5;8;6;5;7;5;10;2;64
"420570 Garopaba";15;14;7;12;15;27;23;12;13;9;9;11;167
"420580 Garuva";19;12;20;14;25;23;29;18;21;10;19;-;210
"420590 Gaspar";53;68;74;62;53;55;74;66;60;31;6;3;605
"420600 Governador Celso Ramos";22;22;9;14;22;24;21;15;13;4;18;13;197
"420610 Grão Pará";4;5;9;9;5;7;5;6;11;6;6;11;84
"420620 Gravatal";11;10;17;12;11;13;25;17;10;20;12;20;178
"420630 Guabiruba";18;9;12;21;22;11;15;8;9;-;-;-;125
"420640 Guaraciaba";16;14;18;17;22;18;17;21;10;17;11;11;192
"420650 Guaramirim";41;41;51;53;42;25;28;34;27;44;23;20;429
"420660 Guarujá do Sul";7;7;10;12;9;8;8;2;5;5;5;5;83
"420665 Guatambú";7;5;10;4;6;10;9;7;8;11;9;9;95
"420670 Herval d'Oeste";42;37;35;34;30;30;36;35;38;29;27;27;400
"420675 Ibiam";1;2;1;-;5;3;3;2;1;4;6;-;28
"420680 Ibicaré";1;5;4;5;3;6;3;2;6;5;7;1;48
"420690 Ibirama";21;22;22;21;17;18;23;24;20;24;18;21;251
"420700 Içara";83;87;87;81;90;103;88;70;94;73;64;67;987
"420710 Ilhota";9;12;12;18;13;11;9;20;9;17;14;7;151
"420720 Imaruí";19;3;13;27;18;22;17;17;23;16;8;20;203
"420730 Imbituba";64;47;58;43;58;48;48;35;53;44;46;48;592
"420740 Imbuia";9;11;11;4;6;8;5;14;5;12;11;10;106
"420750 Indaial";59;65;68;56;66;68;73;58;6;1;3;-;523
"420757 Iomerê";-;-;1;1;1;5;1;2;7;3;1;-;22
"420760 Ipira";9;6;4;6;4;2;6;7;4;4;2;3;57
"420765 Iporã do Oeste";13;12;14;13;12;10;13;10;8;6;6;11;128
"420768 Ipuaçu";16;14;18;16;19;6;18;15;15;16;12;15;180
"420770 Ipumirim";4;4;11;13;10;14;6;9;15;11;9;11;117
"420775 Iraceminha";5;7;6;8;5;4;6;6;7;11;9;-;74
"420780 Irani";15;12;11;17;15;14;14;14;17;8;9;15;161
"420785 Irati";1;5;2;5;1;7;4;4;7;5;5;2;48
"420790 Irineópolis";18;14;13;18;21;19;13;15;13;14;16;10;184
"420800 Itá";11;15;8;7;10;10;5;6;9;17;12;6;116
"420810 Itaiópolis";28;32;42;24;43;38;37;28;26;31;37;27;393
"420820 Itajaí";251;240;246;259;257;211;234;237;220;203;178;206;2742
"420830 Itapema";40;40;39;32;37;41;25;28;37;47;40;26;432
"420840 Itapiranga";27;17;35;23;13;20;18;20;18;16;14;17;238
"420845 Itapoá";10;14;4;9;19;6;12;13;15;12;4;5;123
"420850 Ituporanga";35;27;44;36;34;26;35;39;49;35;27;25;412
"420860 Jaborá";4;5;2;4;9;2;5;4;6;4;5;1;51
"420870 Jacinto Machado";14;17;21;18;14;22;15;15;12;20;22;15;205
"420880 Jaguaruna";18;26;23;26;16;19;18;23;21;18;20;27;255
"420890 Jaraguá do Sul";159;164;169;163;153;152;179;153;154;131;147;142;1866
"420895 Jardinópolis";5;-;1;7;3;6;1;1;1;3;3;6;37
"420900 Joaçaba";43;46;41;30;45;22;41;35;34;40;37;40;454
"420910 Joinville";707;651;816;711;779;690;718;688;739;605;556;604;8264
"420915 José Boiteux";8;12;12;9;12;10;3;9;7;7;1;8;98
"420917 Jupiá";3;1;1;3;6;4;-;6;3;6;-;4;37
"420920 Lacerdópolis";1;3;5;1;3;-;1;2;3;4;1;3;27
"420930 Lages";298;267;269;250;287;258;286;302;318;263;245;285;3328
"420940 Laguna";75;79;80;71;77;58;60;62;77;58;47;46;790
"420945 Lajeado Grande";4;-;2;3;3;-;1;1;1;2;1;2;20
"420950 Laurentino";3;5;6;6;5;7;6;8;3;4;5;4;62
"420960 Lauro Muller";22;28;19;24;15;12;17;14;22;15;18;29;235
"420970 Lebon Régis";31;25;19;18;27;18;15;26;30;25;23;32;289
"420980 Leoberto Leal";8;5;8;9;8;8;7;3;14;4;4;2;80
"420985 Lindóia do Sul";2;6;4;4;4;3;6;4;6;4;6;6;55
"420990 Lontras";11;12;11;18;12;11;14;7;15;12;17;9;149
"421000 Luiz Alves";10;20;13;11;12;7;9;16;10;7;5;6;126
"421003 Luzerna";7;11;6;6;6;11;6;8;2;12;10;7;92
"421005 Macieira";-;2;2;-;2;-;-;-;2;-;-;2;10
"421010 Mafra";96;87;82;75;105;89;108;90;86;75;84;90;1067
"421020 Major Gercino";4;-;2;5;4;3;3;4;6;2;2;3;38
"421030 Major Vieira";12;13;9;13;12;15;17;11;6;15;5;10;138
"421040 Maracajá";8;3;5;7;7;10;6;11;14;4;2;5;82
"421050 Maravilha";27;31;31;24;29;25;30;23;29;28;24;21;322
"421055 Marema";10;3;2;-;4;3;1;5;3;4;2;3;40
"421060 Massaranduba";11;11;20;15;20;13;15;14;21;10;10;3;163
"421070 Matos Costa";7;7;8;5;3;4;7;8;4;8;2;10;73
"421080 Meleiro";11;6;9;6;4;13;7;12;11;17;12;5;113
"421085 Mirim Doce";2;2;4;5;1;5;5;4;2;2;4;2;38
"421090 Modelo";4;4;5;5;6;1;5;5;9;4;3;4;55
"421100 Mondaí";9;10;10;12;13;17;13;8;17;11;6;15;141
"421105 Monte Carlo";21;19;20;18;26;15;22;23;23;9;18;14;228
"421110 Monte Castelo";11;11;17;9;17;14;11;21;16;21;10;20;178
"421120 Morro da Fumaça";27;12;21;23;29;29;29;31;13;19;11;13;257
"421125 Morro Grande";4;1;3;5;4;2;2;6;6;5;4;3;45
"421130 Navegantes";74;75;78;58;82;66;63;67;65;59;68;50;805
"421140 Nova Erechim";8;3;6;5;6;7;3;4;7;7;9;6;71
"421145 Nova Itaberaba";4;8;5;7;6;8;1;5;5;5;8;3;65
"421150 Nova Trento";14;14;16;15;14;20;13;8;13;7;4;8;146
"421160 Nova Veneza";15;13;11;19;21;14;13;14;20;11;15;19;185
"421165 Novo Horizonte";6;4;3;5;4;8;8;1;9;5;-;2;55
"421170 Orleans";40;31;46;28;24;36;30;25;44;20;24;35;383
"421175 Otacílio Costa";21;17;43;27;27;15;32;19;32;21;24;33;311
"421180 Ouro";10;13;8;9;6;10;15;9;12;12;12;9;125
"421185 Ouro Verde";7;4;4;4;6;1;5;-;5;4;5;5;50
"421187 Paial";4;1;2;3;-;4;3;1;3;3;1;3;28
"421189 Painel";-;3;1;1;3;-;4;2;2;-;2;1;19
"421190 Palhoça";161;150;146;155;176;174;168;125;96;107;134;141;1733
"421200 Palma Sola";29;16;15;17;14;21;22;15;16;15;23;13;216
"421205 Palmeira";3;3;1;1;5;4;1;3;3;3;4;4;35
"421210 Palmitos";18;19;19;32;22;22;17;15;24;17;23;24;252
"421220 Papanduva";35;32;37;18;34;32;35;31;33;39;37;24;387
"421223 Paraíso";9;8;10;8;5;8;9;7;11;8;5;8;96
"421225 Passo de Torres";3;4;5;7;7;3;7;8;9;7;3;6;69
"421227 Passos Maia";8;12;10;5;8;3;11;5;12;9;7;11;101
"421230 Paulo Lopes";13;11;6;13;8;13;10;6;5;5;9;6;105
"421240 Pedras Grandes";8;3;1;5;4;6;6;6;6;5;2;4;56
"421250 Penha";25;29;28;31;28;23;19;21;27;26;15;23;295
"421260 Peritiba";8;7;2;-;4;7;4;-;4;-;3;1;40
"421270 Petrolândia";7;8;11;5;8;8;6;9;10;9;7;10;98
"421290 Pinhalzinho";24;23;28;25;19;19;22;18;17;15;14;18;242
"421300 Pinheiro Preto";2;-;1;1;1;1;-;2;1;3;1;-;13
"421310 Piratuba";9;7;6;9;10;5;9;6;7;4;8;6;86
"421315 Planalto Alegre";3;1;6;7;2;5;8;4;3;7;4;4;54
"421320 Pomerode";30;20;31;25;21;25;19;2;2;2;-;-;177
"421330 Ponte Alta";10;11;7;10;6;10;10;7;13;11;11;16;122
"421335 Ponte Alta do Norte";9;3;4;6;3;8;6;8;5;2;3;5;62
"421340 Ponte Serrada";19;24;25;30;21;29;13;23;25;20;18;22;269
"421350 Porto Belo";13;15;13;18;20;15;26;13;8;15;7;8;171
"421360 Porto União";52;47;52;61;61;89;75;61;43;59;54;58;712
"421370 Pouso Redondo";32;20;18;20;13;20;26;22;22;20;17;23;253
"421380 Praia Grande";16;8;19;16;8;13;7;13;8;18;6;12;144
"421390 Presidente Castello Branco";2;-;3;1;-;2;3;3;-;-;5;4;23
"421400 Presidente Getúlio";12;11;22;16;18;13;18;12;9;14;17;23;185
"421410 Presidente Nereu";1;3;4;1;3;2;-;4;3;3;1;2;27
"421415 Princesa";6;3;2;4;8;2;4;2;7;1;5;4;48
"421420 Quilombo";19;18;16;21;15;20;12;15;20;9;16;13;194
"421430 Rancho Queimado";3;4;3;3;3;8;3;6;7;3;3;5;51
"421440 Rio das Antas";3;4;11;7;3;13;10;11;5;11;2;7;87
"421450 Rio do Campo";13;5;8;8;9;10;6;8;13;10;9;6;105
"421460 Rio do Oeste";10;10;6;2;11;13;9;7;10;6;12;9;105
"421480 Rio do Sul";89;73;86;78;81;67;88;78;82;79;70;77;948
"421470 Rio dos Cedros";14;12;7;8;9;12;4;4;4;-;-;-;74
"421490 Rio Fortuna";3;4;7;5;8;6;8;6;5;9;2;5;68
"421500 Rio Negrinho";63;63;85;73;72;67;66;71;62;89;49;-;760
"421505 Rio Rufino";7;6;8;4;7;8;6;6;3;2;6;3;66
"421507 Riqueza";10;12;7;7;9;5;10;12;12;8;5;6;103
"421510 Rodeio";6;8;4;4;10;5;7;7;2;2;-;-;55
"421520 Romelândia";7;4;7;10;8;8;7;8;12;10;8;10;99
"421530 Salete";15;11;12;10;11;14;16;10;12;9;12;9;141
"421535 Saltinho";7;6;8;6;8;6;10;12;5;5;10;6;89
"421540 Salto Veloso";3;6;3;4;4;2;5;8;9;1;9;2;56
"421545 Sangão";11;10;15;9;12;10;10;11;13;15;13;3;132
"421550 Santa Cecília";36;29;49;38;44;45;40;43;38;36;36;46;480
"421555 Santa Helena";3;5;5;4;2;4;4;-;4;3;-;3;37
"421560 Santa Rosa de Lima";1;2;4;-;1;6;5;1;3;3;3;2;31
"421565 Santa Rosa do Sul";9;12;9;10;15;11;14;13;12;10;17;2;134
