 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:1998
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"260850 Lagoa de Itaenga";40;32;41;43;52;44;32;36;32;26;28;5;411
"260845 Lagoa do Carro";22;12;23;21;24;19;23;14;12;10;12;-;192
"260860 Lagoa do Ouro";23;24;24;32;31;28;13;22;24;28;26;25;300
"260870 Lagoa dos Gatos";22;30;24;18;24;27;25;26;26;24;22;14;282
"260875 Lagoa Grande";20;18;22;11;10;27;34;51;18;28;34;33;306
"260880 Lajedo";70;54;69;52;49;50;62;77;49;67;59;57;715
"260890 Limoeiro";101;105;113;119;116;98;86;80;96;88;90;8;1100
"260900 Macaparana";51;43;63;71;67;60;53;48;46;47;42;-;591
"260910 Machados";18;16;25;23;18;20;27;31;20;13;20;-;231
"260915 Manari";13;11;10;12;15;14;14;13;11;14;18;23;168
"260920 Maraial";42;24;34;37;34;32;45;34;42;30;34;39;427
"260930 Mirandiba";36;39;38;30;35;33;35;33;34;23;27;6;369
"261430 Moreilândia";20;11;7;27;18;20;11;14;13;19;16;9;185
"260940 Moreno";70;81;92;85;78;82;78;76;76;75;53;56;902
"260950 Nazaré da Mata";32;51;54;58;49;39;47;40;62;43;31;12;518
"260960 Olinda";683;607;720;714;806;832;774;811;738;694;644;592;8615
"260970 Orobó";37;25;50;23;39;42;41;29;36;37;36;3;398
"260980 Orocó";21;18;26;10;10;3;2;28;17;22;20;8;185
"260990 Ouricuri";144;106;146;117;139;113;117;108;98;132;91;109;1420
"261000 Palmares";122;107;128;155;126;116;124;115;110;118;106;104;1431
"261010 Palmeirina";12;12;27;25;19;19;12;23;11;16;19;17;212
"261020 Panelas";46;40;46;37;50;40;42;32;10;58;45;59;505
"261030 Paranatama";14;20;31;24;27;22;16;14;19;14;20;30;251
"261040 Parnamirim";34;38;48;39;42;32;33;37;31;38;32;33;437
"261050 Passira";55;54;61;55;56;53;65;50;40;56;46;12;603
"261060 Paudalho";79;76;84;100;71;81;65;75;90;77;44;17;859
"261070 Paulista";367;293;386;397;326;257;272;277;262;243;253;259;3592
"261080 Pedra";19;44;16;42;36;40;30;31;34;17;24;36;369
"261090 Pesqueira";106;90;103;102;111;108;97;101;117;105;100;92;1232
"261100 Petrolândia";47;67;68;66;64;53;59;60;50;40;55;28;657
"261110 Petrolina";471;457;558;498;533;457;473;504;454;489;449;440;5783
"261120 Poção";31;29;26;29;34;30;32;30;29;9;21;23;323
"261130 Pombos";37;35;51;35;41;35;40;33;51;39;27;35;459
"261140 Primavera";16;16;23;23;21;26;31;19;26;20;20;16;257
"261150 Quipapá";37;38;36;24;55;42;55;48;46;47;47;46;521
"261153 Quixaba";2;-;17;18;10;9;8;17;11;16;7;4;119
"261160 Recife";2199;2050;2495;2526;2451;2298;2273;2143;2187;1951;1917;1892;26382
"261170 Riacho das Almas";35;33;47;35;39;32;21;26;44;22;21;24;379
"261180 Ribeirão";75;67;75;76;80;93;18;32;27;26;18;25;612
"261190 Rio Formoso";24;35;49;46;38;45;39;46;58;34;54;30;498
"261200 Sairé";20;19;27;19;15;27;19;16;19;14;17;7;219
"261210 Salgadinho";6;7;10;8;9;3;8;3;6;5;5;-;70
"261220 Salgueiro";95;117;113;98;137;118;88;119;97;105;102;105;1294
"261230 Saloá";29;33;22;43;43;38;39;27;26;30;31;24;385
"261240 Sanharó";27;31;27;34;34;42;30;31;31;18;21;30;356
"261245 Santa Cruz";24;25;22;24;29;19;17;18;25;18;26;12;259
"261247 Santa Cruz da Baixa Verde";27;17;22;30;21;22;28;20;24;21;9;13;254
"261250 Santa Cruz do Capibaribe";98;105;152;95;98;99;100;111;127;102;84;76;1247
"261255 Santa Filomena";27;19;19;24;30;26;28;13;14;23;26;12;261
"261260 Santa Maria da Boa Vista";84;68;92;77;73;16;8;81;11;15;11;14;550
"261270 Santa Maria do Cambucá";27;33;24;30;25;19;21;21;3;3;17;3;226
"261280 Santa Terezinha";15;21;14;22;18;11;9;13;8;16;11;11;169
"261290 São Benedito do Sul";17;10;18;15;21;20;4;16;25;26;10;25;207
"261300 São Bento do Una";63;68;84;104;102;94;92;87;72;100;98;90;1054
"261310 São Caitano";65;58;66;71;64;74;57;63;66;64;72;57;777
"261320 São João";44;31;44;37;43;54;30;37;35;37;39;26;457
"261330 São Joaquim do Monte";39;33;34;50;41;35;28;35;32;43;35;36;441
"261340 São José da Coroa Grande";26;26;21;29;18;25;17;18;27;21;8;17;253
"261350 São José do Belmonte";68;69;62;51;43;59;54;50;65;52;49;53;675
"261360 São José do Egito";30;44;69;52;40;39;52;42;40;36;43;43;530
"261370 São Lourenço da Mata";108;127;172;146;124;120;93;104;96;86;79;66;1321
"261380 São Vicente Ferrer";38;39;31;37;32;26;29;47;35;38;16;-;368
"261390 Serra Talhada";169;123;176;133;152;129;121;128;142;146;108;105;1632
"261400 Serrita";26;23;38;26;27;25;27;30;41;35;34;31;363
"261410 Sertânia";29;21;32;38;38;32;39;39;43;43;30;14;398
"261420 Sirinhaém";77;81;83;88;86;83;72;68;81;86;64;68;937
"261440 Solidão";15;10;18;9;7;6;12;18;11;16;10;9;141
"261450 Surubim";95;78;106;81;94;83;71;77;71;11;71;15;853
"261460 Tabira";62;53;61;47;35;44;59;46;34;36;35;29;541
"261470 Tacaimbó";15;18;11;21;25;12;23;12;16;19;16;11;199
"261480 Tacaratu";19;15;31;28;33;19;9;13;13;12;10;4;206
"261485 Tamandaré";6;8;14;26;23;18;23;23;25;19;19;27;231
"261500 Taquaritinga do Norte";39;30;37;43;41;33;32;23;36;35;26;27;402
"261510 Terezinha";7;10;12;9;14;14;8;6;10;6;9;11;116
"261520 Terra Nova";20;17;11;12;11;12;15;11;15;16;8;23;171
"261530 Timbaúba";118;107;132;112;126;101;114;112;105;5;9;6;1047
"261540 Toritama";76;56;68;65;67;75;39;40;33;48;56;62;685
"261550 Tracunhaém";8;13;15;15;14;10;16;16;14;10;10;4;145
"261560 Trindade";70;58;75;59;56;64;72;55;50;66;56;47;728
"261570 Triunfo";29;20;17;25;21;24;30;30;31;34;13;26;300
"261580 Tupanatinga";43;44;14;50;58;35;35;30;20;40;35;40;444
"261590 Tuparetama";13;11;16;18;17;14;13;9;14;14;9;13;161
"261600 Venturosa";18;22;28;20;23;23;15;17;17;25;23;18;249
"261610 Verdejante";9;15;13;13;13;16;19;20;19;19;6;12;174
"261618 Vertente do Lério";19;7;8;16;13;15;21;6;1;2;18;6;132
"261620 Vertentes";31;25;26;22;38;24;21;26;24;27;29;23;316
"261630 Vicência";59;66;88;58;70;62;47;51;47;48;48;38;682
"261640 Vitória de Santo Antão";196;210;250;195;227;204;216;197;179;189;193;173;2429
"261650 Xexéu";12;27;21;21;25;32;33;26;22;24;21;21;285
"260000 Município ignorado - PE";22;41;15;8;9;5;11;4;3;7;4;3;132
"270010 Água Branca";28;41;44;40;35;46;42;32;32;50;47;29;466
"270020 Anadia";21;27;39;31;31;27;22;31;22;23;21;16;311
"270030 Arapiraca";418;381;455;407;475;348;412;405;412;438;370;341;4862
"270040 Atalaia";90;68;73;84;78;84;75;79;79;48;62;71;891
"270050 Barra de Santo Antônio";29;23;24;32;25;21;21;25;23;25;19;15;282
"270060 Barra de São Miguel";24;12;17;14;13;10;11;14;15;10;7;7;154
"270070 Batalha";29;28;33;24;39;27;24;52;37;28;28;36;385
"270080 Belém";11;9;5;14;11;16;15;13;14;14;8;11;141
"270090 Belo Monte";5;14;11;11;8;8;6;8;10;8;4;2;95
"270100 Boca da Mata";48;47;61;51;66;52;70;56;38;50;33;29;601
"270110 Branquinha";16;14;24;18;28;11;20;23;21;26;21;26;248
"270120 Cacimbinhas";36;23;41;27;26;29;18;24;19;20;14;24;301
"270130 Cajueiro";44;41;52;43;35;47;38;46;36;49;35;42;508
"270135 Campestre";8;8;14;17;23;18;17;17;26;10;5;11;174
"270140 Campo Alegre";48;64;88;74;64;62;73;78;68;67;58;57;801
"270150 Campo Grande";21;26;15;22;25;17;15;22;14;16;18;21;232
"270160 Canapi";31;31;42;41;39;31;37;36;27;23;28;19;385
"270170 Capela";16;24;18;32;36;50;41;40;28;27;23;30;365
"270180 Carneiros";12;16;24;22;26;17;7;14;14;6;10;15;183
"270190 Chã Preta";12;11;11;12;12;18;17;16;22;13;12;11;167
"270200 Coité do Nóia";22;17;29;19;24;21;11;20;20;18;17;13;231
"270210 Colônia Leopoldina";35;41;47;42;42;44;46;39;42;41;56;25;500
"270220 Coqueiro Seco";15;8;5;11;7;8;6;16;13;6;7;12;114
"270230 Coruripe";119;106;131;130;125;131;118;116;104;116;95;84;1375
"270235 Craíbas";41;49;54;46;60;54;41;29;48;45;37;34;538
"270240 Delmiro Gouveia";81;75;97;75;86;71;86;92;76;74;60;63;936
"270250 Dois Riachos";22;17;26;26;21;25;20;17;22;22;18;25;261
"270255 Estrela de Alagoas";25;23;21;20;23;15;21;19;17;22;23;18;247
"270260 Feira Grande";49;32;53;40;54;49;36;28;37;44;30;24;476
"270270 Feliz Deserto";5;6;12;8;9;10;6;10;9;15;8;5;103
"270280 Flexeiras";26;24;18;24;39;34;23;34;31;23;27;17;320
"270290 Girau do Ponciano";51;51;65;61;66;43;48;42;52;29;55;54;617
"270300 Ibateguara";35;30;24;21;35;20;17;28;20;24;20;16;290
"270310 Igaci";58;34;46;49;39;44;30;39;52;48;27;39;505
"270320 Igreja Nova";39;37;46;40;33;22;20;36;42;45;41;28;429
"270330 Inhapi";33;34;49;24;31;42;37;25;27;29;33;37;401
"270340 Jacaré dos Homens";13;5;9;10;11;14;14;10;3;3;1;1;94
"270350 Jacuípe";19;15;13;9;10;9;13;13;11;16;9;9;146
"270360 Japaratinga";11;12;11;17;8;13;10;2;6;4;4;4;102
"270370 Jaramataia";13;9;11;17;16;11;12;16;10;10;5;2;132
"270380 Joaquim Gomes";57;52;55;58;56;52;58;55;59;61;46;26;635
"270390 Jundiá";9;14;20;8;12;10;14;11;12;5;5;8;128
"270400 Junqueiro";46;34;46;57;39;37;35;42;38;40;35;38;487
"270410 Lagoa da Canoa";46;50;38;45;37;52;38;50;45;40;51;36;528
"270420 Limoeiro de Anadia";34;49;38;38;42;40;44;41;31;30;26;28;441
"270430 Maceió";1394;1357;1634;1509;1649;1484;1450;1491;1393;1336;1256;1235;17188
"270440 Major Isidoro";32;24;39;36;43;37;36;41;30;29;33;28;408
"270490 Mar Vermelho";6;7;6;6;2;6;6;3;8;4;3;2;59
"270450 Maragogi";49;32;53;40;51;47;45;55;37;56;40;41;546
"270460 Maravilha";21;10;23;20;16;15;25;12;24;22;13;10;211
"270470 Marechal Deodoro";85;59;67;89;71;66;71;71;62;51;71;83;846
"270480 Maribondo";34;20;31;30;22;31;24;24;18;34;18;22;308
"270500 Mata Grande";33;28;39;36;32;29;29;30;30;23;39;37;385
"270510 Matriz de Camaragibe";45;64;59;55;39;64;60;39;43;28;45;20;561
"270520 Messias";22;22;29;22;27;22;27;25;23;15;25;17;276
"270530 Minador do Negrão";17;19;10;14;14;8;13;14;12;14;8;8;151
"270540 Monteirópolis";10;17;9;21;17;14;19;16;23;25;13;6;190
"270550 Murici";41;48;55;48;48;61;79;63;52;56;41;41;633
"270560 Novo Lino";23;32;13;26;33;38;30;17;32;24;19;29;316
"270570 Olho d'Água das Flores";36;30;44;36;45;47;34;40;55;43;40;38;488
"270580 Olho d'Água do Casado";10;17;19;8;9;13;15;13;10;4;7;9;134
"270590 Olho d'Água Grande";7;9;11;6;12;7;3;7;14;6;5;2;89
"270600 Olivença";26;20;25;29;25;16;24;14;19;15;16;20;249
"270610 Ouro Branco";33;30;37;30;26;20;30;33;16;13;26;21;315
"270620 Palestina";12;12;13;16;14;19;10;6;13;7;9;8;139
"270630 Palmeira dos Índios";155;127;151;147;160;156;152;132;164;168;151;135;1798
"270640 Pão de Açúcar";68;78;66;75;48;62;60;54;81;62;51;63;768
"270642 Pariconha";13;20;12;15;17;14;12;21;13;18;14;17;186
"270644 Paripueira";15;13;27;19;34;16;23;25;25;29;16;27;269
"270650 Passo de Camaragibe";31;35;29;38;18;26;28;30;17;16;13;20;301
"270660 Paulo Jacinto";10;9;12;8;12;14;15;14;12;16;12;8;142
"270670 Penedo";122;117;145;139;149;103;67;125;121;121;127;105;1441
"270680 Piaçabuçu";47;46;54;41;57;30;33;41;37;39;35;30;490
"270690 Pilar";55;45;44;63;53;56;56;54;44;48;44;37;599
"270700 Pindoba";6;1;6;7;6;3;5;2;-;2;6;4;48
"270710 Piranhas";54;33;63;48;50;37;59;42;30;19;40;41;516
"270720 Poço das Trincheiras";26;16;19;31;29;25;17;33;27;33;19;13;288
"270730 Porto Calvo";83;46;58;61;52;60;64;48;44;46;40;39;641
"270740 Porto de Pedras";16;12;13;13;12;4;14;6;5;15;6;10;126
"270750 Porto Real do Colégio";37;28;32;35;42;26;22;21;40;31;25;28;367
"270760 Quebrangulo";26;27;15;27;28;24;18;29;19;13;15;14;255
"270770 Rio Largo";110;100;116;128;144;98;107;104;106;84;86;80;1263
"270780 Roteiro";13;11;15;16;17;12;16;23;7;13;5;6;154
"270790 Santa Luzia do Norte";12;11;13;16;15;13;11;11;9;11;14;6;142
"270800 Santana do Ipanema";98;73;108;102;87;87;104;93;88;94;102;83;1119
"270810 Santana do Mundaú";10;12;21;14;18;17;8;16;12;14;18;20;180
"270820 São Brás";13;8;10;5;11;12;10;12;7;7;9;9;113
"270830 São José da Laje";65;51;69;62;66;55;43;43;55;42;61;41;653
"270840 São José da Tapera";71;57;76;74;67;71;64;58;61;78;55;63;795
"270850 São Luís do Quitunde";77;57;82;66;52;54;65;62;69;56;65;64;769
"270860 São Miguel dos Campos";120;98;140;143;157;148;112;136;129;95;93;97;1468
"270870 São Miguel dos Milagres";18;9;5;10;2;6;3;-;7;7;3;4;74
"270880 São Sebastião";83;64;77;61;68;53;43;57;34;49;55;52;696
"270890 Satuba";12;17;13;14;27;19;17;16;13;19;12;20;199
"270895 Senador Rui Palmeira";14;24;28;20;13;23;15;12;16;12;17;10;204
"270900 Tanque d'Arca";10;11;14;12;10;10;6;8;6;4;10;6;107
"270910 Taquarana";28;18;46;35;38;36;29;24;25;24;33;27;363
"270915 Teotônio Vilela";118;102;109;91;97;80;84;88;99;101;62;66;1097
"270920 Traipu";22;22;35;31;36;32;21;24;25;18;25;19;310
"270930 União dos Palmares";150;128;141;130;118;146;126;125;104;126;124;104;1522
"270940 Viçosa";78;57;77;68;73;76;60;53;43;59;48;54;746
"270000 Município ignorado - AL";2;3;3;5;1;5;4;3;5;2;8;2;43
"280010 Amparo de São Francisco";1;2;9;5;8;1;1;1;7;2;6;3;46
"280020 Aquidabã";42;25;28;19;31;27;35;20;20;32;23;37;339
"280030 Aracaju";864;845;993;905;919;919;856;861;785;743;740;792;10222
"280040 Arauá";24;31;31;37;24;24;21;25;14;17;17;23;288
"280050 Areia Branca";24;26;31;34;33;38;34;30;36;23;20;32;361
"280060 Barra dos Coqueiros";37;33;40;36;43;45;34;32;29;25;20;30;404
"280067 Boquim";54;54;50;74;64;68;62;57;52;35;48;51;669
"280070 Brejo Grande";13;16;17;19;21;12;14;11;19;11;7;9;169
"280100 Campo do Brito";30;30;36;31;42;25;29;25;30;31;24;29;362
"280110 Canhoba";8;7;13;12;4;8;13;9;6;11;7;5;103
"280120 Canindé de São Francisco";46;54;49;64;35;54;50;48;43;42;33;36;554
"280130 Capela";73;64;76;57;89;51;67;66;49;51;57;46;746
"280140 Carira";33;39;43;33;45;32;27;24;32;24;28;30;390
"280150 Carmópolis";24;28;34;25;29;19;29;31;20;12;11;17;279
"280160 Cedro de São João";9;11;6;19;11;6;8;5;4;9;6;6;100
"280170 Cristinápolis";33;29;48;36;47;35;19;31;45;33;27;36;419
"280190 Cumbe";5;6;5;4;4;8;12;4;5;8;5;7;73
"280200 Divina Pastora";6;6;9;4;6;4;5;4;4;9;5;2;64
"280210 Estância";113;121;152;122;127;131;122;107;127;103;94;103;1422
"280220 Feira Nova";7;8;11;8;13;6;13;12;11;7;9;7;112
"280230 Frei Paulo";22;31;19;19;32;22;26;25;17;27;22;13;275
"280240 Gararu";19;16;18;19;23;12;21;19;14;19;13;11;204
"280250 General Maynard";7;2;4;4;4;5;3;1;2;4;4;5;45
"280260 Gracho Cardoso";8;14;7;7;9;6;6;6;4;12;6;6;91
"280270 Ilha das Flores";12;13;21;19;27;16;20;18;16;18;9;16;205
"280280 Indiaroba";31;8;13;16;29;18;15;11;15;11;13;34;214
"280290 Itabaiana";146;139;181;198;160;142;163;167;143;117;159;130;1845
"280300 Itabaianinha";63;69;64;69;81;69;59;72;50;61;36;65;758
"280310 Itabi";10;8;6;7;4;7;2;10;9;14;11;7;95
"280320 Itaporanga d'Ajuda";72;58;65;50;44;51;63;42;48;41;53;41;628
"280330 Japaratuba";32;27;39;32;30;28;19;40;28;21;27;23;346
"280340 Japoatã";17;22;17;15;23;18;18;15;9;19;6;4;183
"280350 Lagarto";163;164;183;175;204;150;168;180;168;159;134;122;1970
"280360 Laranjeiras";52;48;58;51;45;51;46;53;58;44;45;38;589
"280370 Macambira";14;9;14;12;10;14;11;8;9;13;12;15;141
"280380 Malhada dos Bois";8;3;4;6;9;8;6;10;3;5;6;8;76
"280390 Malhador";22;24;28;24;26;16;29;20;23;25;20;16;273
"280400 Maruim";23;33;25;18;32;20;15;25;28;17;26;27;289
"280410 Moita Bonita";10;7;24;18;17;19;11;18;15;15;19;9;182
"280420 Monte Alegre de Sergipe";23;21;37;21;40;20;19;27;8;12;21;18;267
"280430 Muribeca";16;7;16;14;10;7;9;4;8;10;9;10;120
"280440 Neópolis";38;31;43;29;36;27;34;28;24;31;33;25;379
"280445 Nossa Senhora Aparecida";16;13;15;16;15;10;14;14;14;8;10;18;163
"280450 Nossa Senhora da Glória";47;38;56;54;66;52;54;49;42;29;40;52;579
"280460 Nossa Senhora das Dores";51;38;49;48;37;39;51;51;52;43;35;44;538
"280470 Nossa Senhora de Lourdes";6;9;6;11;13;10;8;11;9;10;10;7;110
"280480 Nossa Senhora do Socorro";247;253;278;284;305;248;278;258;247;243;230;255;3126
"280490 Pacatuba";15;28;24;25;19;23;19;29;22;21;17;16;258
"280500 Pedra Mole";3;5;7;9;11;6;3;7;4;4;1;-;60
"280510 Pedrinhas";15;16;24;16;23;22;17;18;18;14;21;15;219
"280520 Pinhão";8;12;11;12;11;8;13;8;9;7;3;11;113
"280530 Pirambu";18;8;22;12;20;23;8;11;10;12;10;15;169
"280540 Poço Redondo";64;55;50;61;44;60;59;48;36;43;50;43;613
"280550 Poço Verde";63;48;78;60;65;76;87;39;78;69;51;40;754
"280560 Porto da Folha";78;44;40;43;50;63;44;43;41;49;28;50;573
"280570 Propriá";48;41;50;57;64;55;54;39;42;40;45;38;573
"280580 Riachão do Dantas";39;37;53;62;49;40;45;50;30;36;32;36;509
"280590 Riachuelo";19;17;27;19;27;17;17;15;25;15;19;16;233
"280600 Ribeirópolis";22;19;28;27;26;27;32;34;31;19;20;18;303
"280610 Rosário do Catete";13;8;7;9;8;15;10;11;13;9;11;11;125
"280620 Salgado";52;45;46;51;44;34;41;47;26;21;35;39;481
"280630 Santa Luzia do Itanhy";26;22;29;38;21;33;28;26;21;29;31;26;330
"280650 Santa Rosa de Lima";13;4;6;11;13;7;11;3;7;4;6;12;97
"280640 Santana do São Francisco";9;11;7;8;12;10;4;12;13;14;4;7;111
"280660 Santo Amaro das Brotas";12;22;22;21;24;13;16;20;18;10;15;19;212
"280670 São Cristóvão";144;131;156;184;167;171;141;140;127;116;94;119;1690
"280680 São Domingos";20;16;19;18;20;17;17;17;18;12;19;16;209
"280690 São Francisco";6;5;6;5;6;5;8;2;6;10;3;8;70
"280700 São Miguel do Aleixo";7;5;9;5;8;5;5;5;2;5;6;6;68
"280710 Simão Dias";83;65;100;75;104;71;85;63;61;67;55;19;848
"280720 Siriri";15;12;21;9;18;12;15;18;7;14;8;11;160
"280730 Telha";6;4;3;10;14;10;7;6;4;6;4;1;75
"280740 Tobias Barreto";89;77;109;87;87;106;74;75;77;65;69;71;986
"280750 Tomar do Geru";31;27;22;23;36;19;21;21;17;39;23;16;295
"280760 Umbaúba";34;29;49;50;31;40;35;44;41;50;34;40;477
"280000 Município ignorado - SE";5;7;7;5;9;9;6;8;13;11;11;10;101
"290010 Abaíra";9;6;14;10;10;5;5;5;7;3;8;5;87
"290020 Abaré";46;20;30;29;36;22;22;26;39;28;29;22;349
"290030 Acajutiba";27;22;35;27;33;20;32;25;13;30;18;16;298
"290035 Adustina";19;22;15;21;24;17;15;19;8;20;16;7;203
"290040 Água Fria";21;16;22;16;13;8;12;7;2;3;3;4;127
"290060 Aiquara";7;10;8;4;8;10;4;5;5;12;8;7;88
"290070 Alagoinhas";212;200;230;215;198;165;178;218;185;180;206;178;2365
"290080 Alcobaça";23;11;15;17;14;14;19;15;20;25;15;27;215
"290090 Almadina";6;3;7;9;5;2;2;5;2;3;1;2;47
"290100 Amargosa";49;64;71;72;49;55;52;58;67;66;38;14;655
"290110 Amélia Rodrigues";44;40;39;39;40;29;29;43;39;32;26;30;430
"290115 América Dourada";30;38;34;41;29;31;34;26;23;24;28;27;365
"290120 Anagé";38;30;35;35;28;25;23;24;39;35;23;28;363
"290130 Andaraí";16;13;14;12;18;13;21;12;11;13;15;10;168
"290135 Andorinha";13;4;2;10;17;22;15;17;6;13;20;16;155
"290140 Angical";15;13;27;22;18;25;23;28;20;12;12;14;229
"290150 Anguera";11;17;12;12;13;12;13;27;6;9;8;10;150
"290160 Antas";26;21;23;43;22;15;25;25;17;19;15;20;271
"290170 Antônio Cardoso";11;10;15;18;14;16;11;13;13;8;9;10;148
"290180 Antônio Gonçalves";14;4;7;17;8;15;9;19;10;6;6;16;131
"290190 Aporá";39;24;17;23;31;19;21;13;9;14;14;6;230
"290195 Apuarema";8;13;7;7;6;8;6;13;9;14;9;12;112
"290205 Araças";26;20;16;22;16;22;26;25;18;15;23;22;251
"290200 Aracatu";9;3;6;6;2;5;2;2;10;5;4;1;55
"290210 Araci";80;71;97;76;104;82;83;80;77;56;67;69;942
"290220 Aramari";5;10;13;19;15;18;10;12;10;11;5;13;141
"290225 Arataca";22;31;13;22;19;20;18;14;16;19;10;18;222
"290230 Aratuípe";12;10;8;12;12;14;14;15;7;8;6;7;125
"290240 Aurelino Leal";30;23;31;23;29;33;32;20;20;15;9;19;284
"290250 Baianópolis";21;21;22;14;33;18;15;21;23;22;11;-;221
"290260 Baixa Grande";30;35;38;39;36;27;16;25;25;23;30;21;345
"290265 Banzaê";14;17;22;16;9;6;10;7;20;12;4;17;154
"290270 Barra";60;67;88;41;64;59;52;47;43;50;58;35;664
"290280 Barra da Estiva";37;22;8;5;13;6;11;28;29;40;40;27;266
"290290 Barra do Choça";47;59;71;70;77;69;60;60;61;54;61;62;751
"290300 Barra do Mendes";25;22;27;13;32;15;22;15;23;21;25;12;252
"290310 Barra do Rocha";11;11;6;16;18;8;11;10;9;14;12;10;136
"290320 Barreiras";313;277;305;323;305;292;248;294;293;282;257;260;3449
"290323 Barro Alto";23;21;11;16;21;21;27;17;15;10;20;17;219
"290330 Barro Preto";-;7;2;2;2;3;7;8;-;8;3;1;43
"290340 Belmonte";36;34;42;44;40;29;31;28;26;18;22;11;361
"290350 Belo Campo";17;25;25;27;21;19;24;26;21;22;20;8;255
"290360 Biritinga";28;22;28;20;25;14;20;17;20;19;9;19;241
"290370 Boa Nova";27;15;26;25;30;35;35;20;24;29;18;32;316
"290380 Boa Vista do Tupim";20;27;27;28;33;28;35;25;25;22;19;14;303
"290390 Bom Jesus da Lapa";98;106;98;95;137;85;91;99;100;113;77;99;1198
"290395 Bom Jesus da Serra";9;4;14;6;12;14;11;11;14;7;6;12;120
"290400 Boninal";26;21;27;26;24;17;16;30;20;26;19;17;269
"290405 Bonito";30;19;22;21;29;19;26;15;17;20;14;13;245
"290410 Boquira";50;28;45;39;35;46;33;28;34;41;34;34;447
"290420 Botuporã";25;21;14;18;21;20;18;17;17;15;25;16;227
"290430 Brejões";19;29;22;31;33;33;28;39;26;24;24;23;331
"290440 Brejolândia";4;8;12;9;11;2;4;5;7;9;5;5;81
"290450 Brotas de Macaúbas";14;12;13;5;3;-;5;3;2;6;1;4;68
"290460 Brumado";19;37;27;10;3;9;24;56;90;79;93;101;548
"290470 Buerarema";41;38;50;42;56;54;40;48;29;29;11;3;441
"290475 Buritirama";17;18;21;18;14;15;18;12;8;12;11;16;180
"290480 Caatiba";10;5;10;9;10;6;9;6;7;7;9;9;97
"290485 Cabaceiras do Paraguaçu";16;34;17;16;29;28;19;24;17;23;20;20;263
"290490 Cachoeira";59;42;54;55;44;45;44;49;52;38;42;35;559
"290500 Caculé";35;23;27;27;45;30;28;45;42;29;38;43;412
"290510 Caém";9;6;2;9;9;3;7;10;2;3;2;1;63
"290515 Caetanos";15;6;24;10;16;10;14;4;15;10;7;8;139
"290520 Caetité";100;88;101;104;95;71;76;79;76;115;112;86;1103
"290530 Cafarnaum";30;30;20;28;30;34;23;18;32;29;36;27;337
"290540 Cairu";17;14;13;12;18;15;4;5;3;7;6;6;120
"290550 Caldeirão Grande";5;3;-;1;16;14;11;1;2;-;1;2;56
"290560 Camacan";67;82;67;66;50;69;73;53;66;52;41;12;698
"290570 Camaçari";287;265;302;321;303;301;299;317;283;258;262;277;3475
"290580 Camamu";89;72;75;69;71;67;65;50;61;37;47;29;732
"290590 Campo Alegre de Lourdes";60;39;47;46;38;6;41;35;28;48;27;18;433
"290600 Campo Formoso";90;37;-;100;41;114;44;115;53;3;40;103;740
"290610 Canápolis";1;1;1;4;2;3;2;1;2;3;3;3;26
"290620 Canarana";48;39;48;50;30;48;42;29;30;48;33;37;482
"290630 Canavieiras";65;68;90;56;75;58;43;41;57;55;51;52;711
"290640 Candeal";19;19;18;16;23;12;20;11;12;10;25;9;194
"290650 Candeias";68;126;151;130;99;141;113;110;132;115;124;123;1432
"290660 Candiba";15;11;21;19;18;12;20;18;22;17;11;13;197
"290670 Cândido Sales";34;39;36;33;40;53;37;41;47;42;30;27;459
"290680 Cansanção";39;34;32;41;22;38;12;31;8;9;7;5;278
"290682 Canudos";18;10;19;21;12;20;24;18;19;23;14;20;218
"290685 Capela do Alto Alegre";22;19;22;13;12;14;11;12;13;12;15;7;172
"290687 Capim Grosso";51;42;5;8;52;56;51;47;45;30;4;1;392
"290689 Caraíbas";12;12;8;10;11;13;3;14;5;6;7;5;106
"290690 Caravelas";44;22;25;35;26;41;34;37;22;21;18;28;353
"290700 Cardeal da Silva";17;14;15;12;17;17;12;16;11;20;10;22;183
"290710 Carinhanha";17;24;32;33;28;20;17;16;26;35;32;28;308
"290720 Casa Nova";30;32;43;44;65;62;65;97;83;65;96;61;743
"290730 Castro Alves";50;43;54;48;44;51;33;30;41;42;28;38;502
"290740 Catolândia";3;3;3;2;4;4;5;2;4;3;2;-;35
"290750 Catu";70;69;71;74;94;74;64;61;56;78;69;79;859
"290755 Caturama";7;16;14;8;4;7;7;8;10;11;7;12;111
"290760 Central";38;33;50;23;47;35;28;36;19;29;35;38;411
"290770 Chorrochó";17;16;25;22;18;16;18;13;16;21;23;18;223
"290780 Cícero Dantas";57;50;52;72;76;71;55;51;52;47;45;56;684
"290790 Cipó";31;28;38;30;35;35;20;21;30;21;20;23;332
"290800 Coaraci";43;45;44;50;46;30;36;29;36;31;2;1;393
"290810 Cocos";28;14;10;18;20;19;13;15;21;14;16;15;203
"290820 Conceição da Feira";20;24;31;26;34;27;26;36;25;17;27;24;317
"290830 Conceição do Almeida";24;25;45;31;27;22;16;24;21;25;12;17;289
