 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2001
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"170700 Dianópolis";32;22;43;24;41;36;34;32;41;51;50;28;434
"170710 Divinópolis do Tocantins";6;9;11;12;13;11;9;2;9;5;8;3;98
"170720 Dois Irmãos do Tocantins";2;5;11;8;12;10;18;10;8;11;10;13;118
"170730 Dueré";7;4;6;9;3;3;7;6;4;3;10;5;67
"170740 Esperantina";6;9;12;24;20;25;25;20;25;21;14;15;216
"170755 Fátima";4;8;7;5;9;6;10;6;9;3;7;9;83
"170765 Figueirópolis";5;2;6;10;6;8;3;12;6;3;7;6;74
"170770 Filadélfia";8;11;9;14;11;12;18;19;12;14;16;14;158
"170820 Formoso do Araguaia";29;30;47;40;36;53;32;51;29;35;28;48;458
"170825 Fortaleza do Tabocão";3;1;3;1;1;3;6;5;3;2;1;2;31
"170830 Goianorte";3;6;12;4;12;14;9;6;8;5;9;9;97
"170900 Goiatins";23;21;21;33;25;21;44;29;25;32;32;20;326
"170930 Guaraí";47;41;35;40;42;48;53;40;43;31;29;36;485
"170950 Gurupi";121;134;124;124;139;128;131;115;144;134;149;124;1567
"170980 Ipueiras";5;3;1;4;-;3;5;3;3;3;2;1;33
"171050 Itacajá";8;13;16;13;15;14;10;12;10;14;15;9;149
"171070 Itaguatins";11;10;11;7;7;14;12;11;18;7;11;9;128
"171090 Itapiratins";3;4;1;2;8;2;2;3;7;10;4;4;50
"171110 Itaporã do Tocantins";4;2;5;5;9;2;3;-;1;2;10;4;47
"171150 Jaú do Tocantins";1;1;2;4;5;2;5;3;4;4;6;2;39
"171180 Juarina";4;4;3;2;7;5;3;4;5;1;5;4;47
"171190 Lagoa da Confusão";1;13;6;18;9;6;4;12;7;5;11;11;103
"171195 Lagoa do Tocantins";2;-;1;5;5;6;4;4;4;9;8;9;57
"171200 Lajeado";2;5;3;4;4;3;5;6;5;3;8;5;53
"171215 Lavandeira";-;2;-;-;2;2;1;1;3;4;-;-;15
"171240 Lizarda";2;1;2;6;5;5;2;6;8;8;6;7;58
"171245 Luzinópolis";3;1;3;1;2;5;10;4;6;2;2;2;41
"171250 Marianópolis do Tocantins";5;4;1;6;5;4;6;5;4;4;5;4;53
"171270 Mateiros";3;3;2;-;5;1;3;4;3;2;-;1;27
"171280 Maurilândia do Tocantins";1;4;3;4;2;3;-;2;-;3;3;1;26
"171320 Miracema do Tocantins";45;57;63;80;55;72;48;56;49;47;46;61;679
"171330 Miranorte";27;21;23;24;22;28;27;27;20;32;36;25;312
"171360 Monte do Carmo";5;10;5;8;10;11;11;9;12;6;10;7;104
"171370 Monte Santo do Tocantins";2;4;1;1;2;2;1;1;-;1;2;3;20
"171395 Muricilândia";6;6;10;4;12;7;8;9;6;8;12;11;99
"171420 Natividade";10;18;21;17;14;16;23;17;10;30;16;14;206
"171430 Nazaré";6;3;3;5;2;10;11;5;5;8;5;5;68
"171488 Nova Olinda";28;12;27;20;25;28;19;17;14;20;13;15;238
"171500 Nova Rosalândia";6;3;6;3;8;4;5;2;4;8;3;2;54
"171510 Novo Acordo";1;4;6;3;9;1;7;6;3;4;3;4;51
"171515 Novo Alegre";4;1;3;2;1;4;-;-;3;4;-;-;22
"171525 Novo Jardim";2;7;4;2;7;8;2;5;5;6;3;-;51
"171550 Oliveira de Fátima";-;1;-;3;1;1;2;-;3;1;1;1;14
"172100 Palmas";309;267;357;321;358;360;315;303;333;324;313;348;3908
"171570 Palmeirante";6;3;9;2;4;9;10;1;5;7;8;10;74
"171380 Palmeiras do Tocantins";5;8;5;9;4;7;9;13;7;5;6;9;87
"171575 Palmeirópolis";13;10;16;9;4;10;12;2;6;9;3;5;99
"171610 Paraíso do Tocantins";58;49;70;68;60;71;71;16;70;63;83;53;732
"171620 Paranã";16;17;16;27;26;26;18;17;20;29;17;5;234
"171630 Pau D'Arco";8;4;6;10;12;4;6;2;4;6;10;4;76
"171650 Pedro Afonso";8;10;18;13;16;17;19;14;24;13;27;17;196
"171660 Peixe";2;1;17;15;13;12;15;16;10;13;16;16;146
"171665 Pequizeiro";4;6;4;7;6;2;8;5;8;9;2;5;66
"171700 Pindorama do Tocantins";3;1;5;4;5;5;4;1;3;4;4;5;44
"171720 Piraquê";4;2;10;7;4;10;9;1;2;4;3;5;61
"171750 Pium";9;6;11;8;6;3;9;9;5;10;4;13;93
"171780 Ponte Alta do Bom Jesus";8;8;4;16;17;6;11;6;7;5;7;8;103
"171790 Ponte Alta do Tocantins";6;5;8;7;6;17;13;13;16;13;6;8;118
"171800 Porto Alegre do Tocantins";4;3;2;2;2;6;1;-;-;-;2;5;27
"171820 Porto Nacional";78;87;90;76;87;85;89;81;80;91;80;92;1016
"171830 Praia Norte";9;15;12;16;15;9;12;19;20;14;14;12;167
"171840 Presidente Kennedy";8;7;15;12;7;10;6;8;6;6;18;3;106
"171845 Pugmil";3;3;4;-;3;2;1;-;1;2;-;1;20
"171850 Recursolândia";7;9;8;10;13;4;11;13;13;8;5;10;111
"171855 Riachinho";12;4;5;9;5;8;9;4;9;9;5;5;84
"171865 Rio da Conceição";4;2;5;1;3;5;4;1;-;3;2;3;33
"171870 Rio dos Bois";6;3;6;6;9;10;9;8;6;6;8;1;78
"171875 Rio Sono";10;6;9;11;10;8;8;6;5;6;11;7;97
"171880 Sampaio";13;20;5;20;13;17;11;11;9;10;4;13;146
"171884 Sandolândia";-;3;2;1;4;4;-;2;4;2;6;4;32
"171886 Santa Fé do Araguaia";16;11;24;12;13;19;13;13;18;11;10;20;180
"171888 Santa Maria do Tocantins";1;1;5;2;5;3;4;3;2;7;4;3;40
"171889 Santa Rita do Tocantins";-;-;-;1;-;1;2;2;-;-;1;1;8
"171890 Santa Rosa do Tocantins";9;6;8;9;10;3;5;11;9;9;6;7;92
"171900 Santa Tereza do Tocantins";4;5;1;7;7;4;3;1;2;2;2;2;40
"172000 Santa Terezinha do Tocantins";3;4;1;-;-;3;2;6;6;2;1;4;32
"172010 São Bento do Tocantins";7;3;5;4;8;7;5;8;8;2;7;3;67
"172015 São Félix do Tocantins";3;-;2;-;2;4;2;2;1;1;2;3;22
"172020 São Miguel do Tocantins";8;9;13;4;8;5;4;-;3;8;11;8;81
"172025 São Salvador do Tocantins";3;2;-;-;3;2;1;1;2;5;2;1;22
"172030 São Sebastião do Tocantins";8;7;8;7;8;3;10;7;11;7;8;13;97
"172049 São Valério";3;1;8;10;9;7;6;7;10;5;8;5;79
"172065 Silvanópolis";8;7;4;5;4;7;7;9;5;8;3;16;83
"172080 Sítio Novo do Tocantins";6;13;12;17;20;9;14;28;15;14;11;16;175
"172085 Sucupira";-;-;2;7;3;-;2;1;4;1;3;2;25
"172090 Taguatinga";24;32;33;37;28;34;32;24;33;41;28;23;369
"172093 Taipas do Tocantins";2;1;-;1;2;1;-;4;2;2;5;2;22
"172097 Talismã";1;4;1;4;1;3;3;1;1;5;1;4;29
"172110 Tocantínia";7;10;25;21;34;24;25;34;36;38;33;24;311
"172120 Tocantinópolis";38;33;57;42;23;37;56;53;42;43;52;42;518
"172125 Tupirama";3;1;1;1;-;1;2;2;1;1;1;4;18
"172130 Tupiratins";1;3;5;1;1;-;1;-;1;2;2;7;24
"172208 Wanderlândia";16;14;20;20;17;23;16;18;27;22;23;22;238
"172210 Xambioá";22;24;18;25;26;31;33;30;28;28;29;29;323
"170000 Município ignorado - TO";-;-;-;-;-;-;-;-;-;-;1;-;1
"210005 Açailândia";147;155;157;145;163;75;14;153;158;222;129;142;1660
"210010 Afonso Cunha";16;3;-;5;2;5;3;1;9;10;10;5;69
"210015 Água Doce do Maranhão";5;4;11;2;2;8;8;9;8;10;11;6;84
"210020 Alcântara";23;29;27;25;35;29;33;5;29;31;30;4;300
"210030 Aldeias Altas";14;24;30;24;35;31;21;35;42;31;42;37;366
"210040 Altamira do Maranhão";13;8;14;13;10;18;16;10;20;8;13;-;143
"210043 Alto Alegre do Maranhão";11;8;13;9;9;15;5;3;5;4;4;29;115
"210047 Alto Alegre do Pindaré";33;17;41;32;47;39;40;28;41;30;38;47;433
"210050 Alto Parnaíba";21;20;11;17;1;34;18;32;6;29;19;10;218
"210055 Amapá do Maranhão";8;8;6;14;9;10;14;10;21;12;9;15;136
"210060 Amarante do Maranhão";42;39;30;36;49;41;46;44;56;61;63;44;551
"210070 Anajatuba";27;27;18;26;35;34;37;53;19;32;38;31;377
"210080 Anapurus";19;16;18;22;18;20;19;28;39;34;25;28;286
"210083 Apicum-Açu";21;13;11;16;21;20;20;23;18;17;16;21;217
"210087 Araguanã";8;5;8;15;14;13;1;-;-;-;-;-;64
"210090 Araioses";25;18;47;46;39;44;30;51;57;57;44;27;485
"210095 Arame";17;16;26;29;25;23;32;33;29;31;26;36;323
"210100 Arari";48;29;32;47;63;42;51;58;46;73;40;5;534
"210110 Axixá";12;9;18;11;1;2;-;2;2;2;2;3;64
"210120 Bacabal";136;135;191;166;196;164;188;169;156;150;169;96;1916
"210125 Bacabeira";27;17;21;16;26;15;18;20;24;26;16;21;247
"210130 Bacuri";18;36;29;17;18;16;18;36;21;14;16;29;268
"210135 Bacurituba";1;1;2;8;7;10;9;6;13;10;4;2;73
"210140 Balsas";145;135;141;126;164;163;141;143;154;129;117;80;1638
"210150 Barão de Grajaú";22;27;24;25;23;24;22;32;28;13;14;13;267
"210160 Barra do Corda";126;112;110;161;143;136;152;176;172;170;172;157;1787
"210170 Barreirinhas";57;59;57;44;58;68;65;82;102;66;38;8;704
"210177 Bela Vista do Maranhão";15;12;24;9;4;16;15;17;9;7;7;2;137
"210173 Belágua";11;8;7;10;5;15;11;12;7;11;8;7;112
"210180 Benedito Leite";2;14;12;-;4;9;1;11;3;8;1;9;74
"210190 Bequimão";24;20;21;20;26;19;25;23;-;9;25;23;235
"210193 Bernardo do Mearim";1;2;1;3;5;5;6;5;2;7;6;4;47
"210197 Boa Vista do Gurupi";2;10;8;7;7;-;8;8;10;8;11;12;91
"210200 Bom Jardim";37;30;27;49;41;14;42;36;32;38;28;8;382
"210203 Bom Jesus das Selvas";6;5;13;14;15;10;5;17;18;17;9;16;145
"210207 Bom Lugar";7;10;11;8;13;13;17;11;8;9;12;3;122
"210210 Brejo";18;14;21;43;29;46;5;50;61;64;55;22;428
"210215 Brejo de Areia";5;1;9;6;15;9;5;4;5;1;2;1;63
"210220 Buriti";58;56;50;49;61;74;55;58;87;66;59;68;741
"210230 Buriti Bravo";27;27;34;33;32;20;43;34;7;4;1;-;262
"210232 Buriticupu";76;70;63;71;58;57;55;9;54;37;6;53;609
"210235 Buritirana";14;18;12;15;23;17;16;17;13;7;8;8;168
"210237 Cachoeira Grande";8;6;6;5;9;6;6;12;6;9;3;4;80
"210240 Cajapió";19;27;6;15;15;21;14;21;19;22;18;24;221
"210250 Cajari";3;2;2;7;14;21;18;10;16;21;20;19;153
"210255 Campestre do Maranhão";10;11;22;4;18;4;19;23;27;14;29;16;197
"210260 Cândido Mendes";3;3;14;18;13;10;13;9;11;7;3;16;120
"210270 Cantanhede";25;20;30;21;38;30;21;34;45;37;32;28;361
"210275 Capinzal do Norte";12;8;13;10;16;19;21;13;13;8;17;15;165
"210280 Carolina";9;32;24;38;33;50;55;44;33;24;38;16;396
"210290 Carutapera";31;30;24;34;44;35;32;40;32;30;32;39;403
"210300 Caxias";277;163;244;274;255;255;202;234;269;245;262;263;2943
"210310 Cedral";15;10;7;7;12;15;6;5;6;16;7;5;111
"210312 Central do Maranhão";21;13;13;2;15;10;16;11;18;13;7;11;150
"210315 Centro do Guilherme";6;3;2;4;2;2;9;8;3;7;12;4;62
"210317 Centro Novo do Maranhão";11;8;7;15;13;21;24;19;24;14;16;22;194
"210320 Chapadinha";130;93;107;141;148;117;111;141;124;160;153;141;1566
"210325 Cidelândia";5;3;4;10;8;10;6;9;17;8;16;8;104
"210330 Codó";151;137;214;192;221;205;226;201;210;221;232;216;2426
"210340 Coelho Neto";76;86;87;84;123;103;101;99;112;98;83;67;1119
"210350 Colinas";42;8;-;29;39;5;16;21;23;27;38;37;285
"210355 Conceição do Lago-Açu";-;3;22;14;10;8;14;18;15;7;12;4;127
"210360 Coroatá";125;93;106;114;124;115;116;107;129;113;105;142;1389
"210370 Cururupu";44;58;71;12;52;47;45;46;64;60;22;61;582
"210375 Davinópolis";23;19;23;26;29;22;19;17;22;19;16;17;252
"210380 Dom Pedro";26;38;4;26;28;34;10;30;23;25;21;3;268
"210390 Duque Bacelar";8;17;16;22;20;13;18;24;21;12;17;19;207
"210400 Esperantinópolis";30;13;20;10;26;33;17;29;31;29;26;35;299
"210405 Estreito";48;59;64;47;53;56;59;47;48;59;50;62;652
"210407 Feira Nova do Maranhão";2;4;14;8;3;8;18;9;22;12;14;6;120
"210408 Fernando Falcão";14;12;16;21;14;13;17;13;12;11;12;13;168
"210409 Formosa da Serra Negra";22;24;26;20;23;29;19;24;26;30;17;16;276
"210410 Fortaleza dos Nogueiras";34;28;27;9;1;16;26;33;23;35;22;14;268
"210420 Fortuna";22;8;23;31;21;33;35;26;28;27;15;28;297
"210430 Godofredo Viana";17;5;14;10;6;10;3;12;13;8;8;9;115
"210440 Gonçalves Dias";14;16;10;8;12;20;20;26;21;35;30;19;231
"210450 Governador Archer";11;6;16;11;18;16;8;17;23;15;18;9;168
"210455 Governador Edison Lobão";20;26;10;9;16;24;12;19;15;16;24;8;199
"210460 Governador Eugênio Barros";22;14;17;23;16;13;14;26;22;32;25;27;251
"210462 Governador Luiz Rocha";7;8;11;14;19;16;15;20;23;21;25;18;197
"210465 Governador Newton Bello";15;11;11;11;14;18;12;16;21;9;11;9;158
"210467 Governador Nunes Freire";55;36;51;25;56;31;64;65;48;50;70;61;612
"210470 Graça Aranha";8;5;12;7;10;15;9;6;8;9;10;1;100
"210480 Grajaú";91;87;82;108;107;96;111;126;102;118;91;83;1202
"210490 Guimarães";13;12;26;17;12;28;23;27;2;28;17;18;223
"210500 Humberto de Campos";31;18;26;24;15;16;26;30;29;18;25;22;280
"210510 Icatu";53;35;35;27;27;40;39;33;55;47;32;49;472
"210515 Igarapé do Meio";57;23;17;12;3;15;22;15;16;7;4;1;192
"210520 Igarapé Grande";20;17;25;16;38;25;21;21;28;18;10;10;249
"210530 Imperatriz";486;414;544;564;606;493;510;459;423;457;477;405;5838
"210535 Itaipava do Grajaú";6;1;3;10;10;12;14;20;18;8;6;9;117
"210540 Itapecuru Mirim";106;89;84;100;121;117;98;114;129;116;109;99;1282
"210542 Itinga do Maranhão";34;56;43;46;50;22;32;31;33;30;31;29;437
"210545 Jatobá";9;2;-;4;5;1;2;4;11;11;5;11;65
"210547 Jenipapo dos Vieiras";9;7;12;13;16;23;19;15;22;21;14;13;184
"210550 João Lisboa";32;36;37;34;28;39;55;57;36;48;48;29;479
"210560 Joselândia";16;9;27;22;27;24;24;27;17;38;21;30;282
"210565 Junco do Maranhão";10;17;4;9;10;4;10;10;10;7;8;6;105
"210570 Lago da Pedra";59;81;112;63;60;71;63;108;100;75;6;11;809
"210580 Lago do Junco";12;6;13;6;6;2;7;8;8;1;3;5;77
"210594 Lago dos Rodrigues";8;5;7;14;16;15;2;10;18;13;18;16;142
"210590 Lago Verde";15;18;30;21;30;22;28;22;34;26;42;24;312
"210592 Lagoa do Mato";3;13;9;7;-;1;-;-;1;1;-;-;35
"210596 Lagoa Grande do Maranhão";7;6;4;1;5;32;32;23;25;11;-;1;147
"210598 Lajeado Novo";3;9;5;2;6;1;5;10;8;7;3;6;65
"210600 Lima Campos";19;16;9;18;14;18;16;10;13;15;20;21;189
"210610 Loreto";8;5;11;13;20;19;18;21;11;13;10;9;158
"210620 Luís Domingues";10;-;1;-;10;14;13;10;13;9;14;1;95
"210630 Magalhães de Almeida";11;23;27;20;31;22;18;21;23;34;22;27;279
"210632 Maracaçumé";35;18;31;15;16;27;43;25;22;28;42;27;329
"210635 Marajá do Sena";5;5;9;12;6;3;6;2;4;1;-;-;53
"210637 Maranhãozinho";17;5;4;3;11;5;21;11;16;19;12;10;134
"210640 Mata Roma";19;21;25;20;19;18;27;29;33;25;36;26;298
"210650 Matinha";31;14;28;5;5;25;36;27;27;35;26;24;283
"210660 Matões";16;18;24;44;32;37;43;23;35;33;26;41;372
"210663 Matões do Norte";3;2;11;12;8;12;10;12;13;12;9;9;113
"210667 Milagres do Maranhão";4;2;3;3;4;4;5;5;6;4;4;2;46
"210670 Mirador";20;25;17;28;25;26;5;16;31;24;33;20;270
"210675 Miranda do Norte";36;32;37;26;31;29;32;51;31;35;37;22;399
"210680 Mirinzal";18;26;11;17;21;27;19;21;27;28;26;23;264
"210690 Monção";12;5;17;17;25;25;25;39;24;29;25;20;263
"210700 Montes Altos";24;32;39;44;20;14;13;19;21;30;15;9;280
"210710 Morros";15;16;24;18;15;22;13;20;26;24;22;15;230
"210720 Nina Rodrigues";9;14;14;12;7;11;12;21;15;22;18;17;172
"210725 Nova Colinas";4;3;9;8;15;16;10;12;5;2;5;9;98
"210730 Nova Iorque";4;4;6;4;10;4;13;9;10;2;6;7;79
"210735 Nova Olinda do Maranhão";15;11;4;14;20;21;26;16;7;25;19;12;190
"210740 Olho d'Água das Cunhãs";33;21;32;27;42;31;35;23;48;14;11;24;341
"210745 Olinda Nova do Maranhão";15;9;16;10;10;16;10;15;23;18;26;12;180
"210750 Paço do Lumiar";88;94;106;105;95;89;89;126;109;97;121;106;1225
"210760 Palmeirândia";18;16;17;20;13;7;29;30;20;26;27;13;236
"210770 Paraibano";38;21;36;39;41;28;40;50;39;39;20;29;420
"210780 Parnarama";55;50;65;43;73;59;60;63;78;72;56;70;744
"210790 Passagem Franca";35;30;17;26;1;1;2;1;2;-;-;1;116
"210800 Pastos Bons";24;20;26;23;34;27;26;25;27;20;4;34;290
"210805 Paulino Neves";13;4;1;1;6;6;11;8;2;12;12;11;87
"210810 Paulo Ramos";14;22;22;30;35;29;18;8;6;1;7;1;193
"210820 Pedreiras";68;73;39;34;70;73;60;77;69;63;54;53;733
"210825 Pedro do Rosário";28;26;26;20;24;22;22;35;24;23;27;11;288
"210830 Penalva";40;39;54;52;59;49;59;61;73;62;69;55;672
"210840 Peri Mirim";8;10;9;20;12;12;12;15;12;22;16;17;165
"210845 Peritoró";34;21;34;17;38;32;39;33;33;31;26;38;376
"210850 Pindaré-Mirim";53;45;67;59;56;54;62;45;43;67;33;45;629
"210860 Pinheiro";97;106;105;94;108;90;112;95;125;134;137;123;1326
"210870 Pio XII";58;33;31;35;57;53;50;65;61;44;55;41;583
"210880 Pirapemas";23;8;10;5;13;4;15;13;5;20;22;27;165
"210890 Poção de Pedras";40;28;39;46;44;45;14;32;37;31;37;25;418
"210900 Porto Franco";17;35;50;4;33;19;52;50;33;26;41;45;405
"210905 Porto Rico do Maranhão";9;9;5;12;8;9;14;9;14;15;8;7;119
"210910 Presidente Dutra";64;89;67;75;62;62;50;9;85;76;80;63;782
"210920 Presidente Juscelino";15;17;21;13;16;17;18;9;21;12;15;17;191
"210923 Presidente Médici";2;7;6;1;8;4;22;14;20;8;9;9;110
"210927 Presidente Sarney";32;15;10;24;13;10;28;13;10;16;27;17;215
"210930 Presidente Vargas";13;15;8;8;15;8;14;9;21;15;14;16;156
"210940 Primeira Cruz";11;15;21;13;13;15;7;14;4;12;15;6;146
"210945 Raposa";46;40;37;39;34;54;43;36;31;49;49;37;495
"210950 Riachão";15;22;27;23;31;22;32;20;28;44;22;15;301
"210955 Ribamar Fiquene";7;6;4;4;4;4;5;7;13;15;2;13;84
"210960 Rosário";55;49;64;73;56;81;63;83;68;59;62;63;776
"210970 Sambaíba";1;9;8;8;3;2;6;2;8;7;7;1;62
"210975 Santa Filomena do Maranhão";6;1;2;5;15;4;5;9;8;13;6;-;74
"210980 Santa Helena";50;59;46;57;33;26;42;46;52;50;56;39;556
"210990 Santa Inês";170;179;199;127;46;224;193;166;119;-;1;1;1425
"211000 Santa Luzia";41;35;60;43;70;57;100;84;89;6;3;3;591
"211003 Santa Luzia do Paruá";18;25;8;35;29;14;31;32;28;27;-;1;248
"211010 Santa Quitéria do Maranhão";37;36;48;48;58;53;43;59;55;42;-;1;480
"211020 Santa Rita";49;36;53;39;55;33;44;40;45;46;16;27;483
"211023 Santana do Maranhão";6;5;9;9;8;15;8;17;4;13;-;4;98
"211027 Santo Amaro do Maranhão";18;11;20;17;18;17;7;15;15;9;14;13;174
"211030 Santo Antônio dos Lopes";32;12;20;27;10;22;19;30;22;27;17;14;252
"211040 São Benedito do Rio Preto";31;10;21;26;27;27;26;32;27;31;32;33;323
"211050 São Bento";56;54;68;57;59;55;46;70;63;65;60;47;700
"211060 São Bernardo";54;37;41;43;48;61;43;48;49;48;11;45;528
"211065 São Domingos do Azeitão";10;9;10;13;12;11;7;2;2;2;3;1;82
"211070 São Domingos do Maranhão";68;47;59;54;59;25;60;73;66;67;56;74;708
"211080 São Félix de Balsas";5;5;4;2;3;1;2;3;7;7;7;2;48
"211085 São Francisco do Brejão";14;8;4;5;17;5;4;-;13;9;11;6;96
"211090 São Francisco do Maranhão";10;17;18;15;15;9;20;12;6;2;2;4;130
"211100 São João Batista";15;22;14;25;22;21;28;30;34;32;34;24;301
"211102 São João do Carú";4;6;6;5;9;15;6;3;2;-;-;1;57
"211105 São João do Paraíso";9;8;15;-;18;2;12;15;16;15;6;20;136
"211107 São João do Soter";24;16;34;24;24;21;20;22;37;29;20;33;304
"211110 São João dos Patos";22;35;32;46;53;40;43;39;40;29;41;35;455
"211120 São José de Ribamar";103;89;96;105;100;97;104;112;104;138;137;97;1282
"211125 São José dos Basílios";8;9;7;20;13;17;13;12;8;17;14;7;145
"211130 São Luís";1781;1499;1663;1680;1701;1655;1698;1721;1808;1677;1649;1517;20049
"211140 São Luís Gonzaga do Maranhão";16;11;24;23;24;24;25;21;25;22;22;15;252
"211150 São Mateus do Maranhão";21;21;37;38;40;50;59;46;34;43;34;12;435
"211153 São Pedro da Água Branca";7;7;11;7;6;6;9;8;4;7;23;10;105
"211157 São Pedro dos Crentes";6;1;11;7;5;5;3;9;6;6;5;6;70
"211160 São Raimundo das Mangabeiras";19;12;24;14;22;20;23;37;17;25;16;32;261
"211163 São Raimundo do Doca Bezerra";1;3;2;7;7;9;2;5;12;9;6;5;68
"211167 São Roberto";1;1;4;3;6;5;4;3;7;5;7;3;49
"211170 São Vicente Ferrer";29;25;19;17;18;19;19;30;37;30;30;31;304
"211172 Satubinha";9;2;5;4;4;6;3;11;11;4;9;10;78
"211174 Senador Alexandre Costa";14;10;17;9;19;13;16;25;17;23;-;-;163
"211176 Senador La Rocque";21;21;19;17;35;13;19;30;40;15;11;9;250
"211178 Serrano do Maranhão";20;11;18;11;11;10;20;18;14;15;14;13;175
"211180 Sítio Novo";20;29;22;27;34;24;26;30;27;22;28;14;303
"211190 Sucupira do Norte";3;19;2;17;16;8;15;15;9;2;1;3;110
"211195 Sucupira do Riachão";3;3;3;4;12;4;9;2;8;1;4;8;61
"211200 Tasso Fragoso";7;7;6;1;19;9;1;9;10;7;3;-;79
"211210 Timbiras";57;45;41;43;46;56;46;58;45;53;47;53;590
"211220 Timon";265;252;271;259;273;227;250;286;272;216;245;255;3071
"211223 Trizidela do Vale";21;34;24;36;47;42;48;49;29;37;36;27;430
"211227 Tufilândia";3;5;11;14;3;10;4;11;9;-;-;2;72
"211230 Tuntum";61;46;48;43;45;41;43;54;70;61;70;46;628
"211240 Turiaçu";29;13;19;20;15;15;11;8;3;5;11;23;172
"211245 Turilândia";11;4;3;3;8;11;18;12;4;20;23;13;130
"211250 Tutóia";56;65;57;49;56;50;70;55;43;20;28;32;581
"211260 Urbano Santos";33;25;18;7;5;5;10;9;20;23;33;24;212
"211270 Vargem Grande";89;57;24;73;92;83;83;88;89;92;62;78;910
"211280 Viana";74;75;96;85;87;90;85;82;69;77;108;96;1024
"211285 Vila Nova dos Martírios";9;5;9;12;11;4;17;7;10;11;13;1;109
"211290 Vitória do Mearim";62;43;54;66;72;79;62;63;79;66;74;61;781
"211300 Vitorino Freire";39;76;57;67;79;64;59;46;78;76;72;31;744
"211400 Zé Doca";87;76;85;88;76;69;98;94;114;91;72;84;1034
"210000 Município ignorado - MA";-;-;-;-;-;-;-;-;-;1;-;-;1
"220005 Acauã";5;10;13;12;5;7;13;14;17;15;12;12;135
"220010 Agricolândia";7;6;7;7;10;7;9;11;10;7;6;10;97
"220020 Água Branca";27;27;39;17;26;34;32;20;20;27;29;32;330
"220025 Alagoinha do Piauí";9;8;8;6;7;10;6;7;8;13;6;5;93
"220027 Alegrete do Piauí";4;3;10;5;7;1;6;8;6;4;7;4;65
"220030 Alto Longá";27;16;12;8;24;18;18;14;18;17;21;14;207
"220040 Altos";51;48;61;62;76;68;58;58;61;72;61;59;735
"220045 Alvorada do Gurguéia";7;3;5;9;5;5;11;2;8;6;2;10;73
"220050 Amarante";30;30;30;35;24;37;37;18;33;26;25;22;347
"220060 Angical do Piauí";10;7;6;12;11;11;9;12;6;12;11;16;123
"220070 Anísio de Abreu";13;6;19;20;13;26;8;12;10;9;9;5;150
"220080 Antônio Almeida";5;5;3;7;2;1;5;4;3;5;2;3;45
"220090 Aroazes";14;7;10;10;14;16;15;11;13;7;8;7;132
"220100 Arraial";12;8;6;7;9;9;9;12;9;8;9;6;104
"220105 Assunção do Piauí";16;7;10;13;13;22;15;16;15;18;5;19;169
"220110 Avelino Lopes";14;14;22;21;14;20;22;23;30;23;29;18;250
"220115 Baixa Grande do Ribeiro";16;14;18;21;21;28;14;29;23;21;17;28;250
"220117 Barra D'Alcântara";5;8;5;10;4;4;12;3;12;6;5;5;79
"220120 Barras";58;85;81;68;66;109;91;113;106;109;87;99;1072
"220130 Barreiras do Piauí";1;2;1;1;1;4;2;1;2;2;7;5;29
"220140 Barro Duro";5;11;12;5;7;17;13;11;6;8;8;9;112
"220150 Batalha";43;40;39;41;36;48;42;35;44;43;36;45;492
"220155 Bela Vista do Piauí";1;7;7;7;4;11;10;4;8;4;7;2;72
"220157 Belém do Piauí";4;4;1;3;3;1;4;2;2;-;1;2;27
"220160 Beneditinos";9;12;13;6;12;8;7;13;6;7;12;14;119
"220170 Bertolínia";1;2;10;4;9;15;6;11;5;8;7;5;83
"220173 Betânia do Piauí";19;6;23;7;8;7;9;13;15;10;15;11;143
"220177 Boa Hora";9;6;8;10;16;6;11;11;5;8;15;6;111
"220180 Bocaina";8;5;5;4;6;6;5;6;7;7;5;3;67
"220190 Bom Jesus";37;42;39;45;36;33;27;30;34;28;31;34;416
"220191 Bom Princípio do Piauí";16;7;9;10;17;10;12;9;14;11;10;8;133
"220192 Bonfim do Piauí";3;2;7;6;8;6;2;9;8;7;5;5;68
"220194 Boqueirão do Piauí";8;9;9;6;9;13;9;13;12;10;4;5;107
"220196 Brasileira";11;11;14;4;14;11;14;14;10;10;11;5;129
"220198 Brejo do Piauí";1;9;3;8;9;8;10;2;7;5;10;3;75
"220200 Buriti dos Lopes";30;28;32;33;42;44;40;40;44;35;31;29;428
"220202 Buriti dos Montes";12;8;16;12;8;10;6;8;9;16;20;7;132
"220205 Cabeceiras do Piauí";12;12;8;12;10;15;14;9;15;18;9;12;146
"220207 Cajazeiras do Piauí";8;2;6;7;3;3;6;5;4;9;2;3;58
"220208 Cajueiro da Praia";10;4;4;3;8;5;4;6;7;3;3;6;63
"220209 Caldeirão Grande do Piauí";6;6;7;6;5;10;15;8;3;7;7;6;86
"220210 Campinas do Piauí";2;8;13;10;9;4;4;9;4;6;10;5;84
"220211 Campo Alegre do Fidalgo";4;6;7;5;7;5;1;7;5;5;9;2;63
