 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2001
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"310870 Brás Pires";2;8;13;4;6;5;4;5;5;9;6;5;72
"310855 Brasilândia de Minas";29;10;17;15;11;17;14;15;18;16;14;21;197
"310860 Brasília de Minas";45;47;48;50;49;58;51;74;52;52;42;1;569
"310880 Braúnas";8;4;7;5;4;2;5;3;5;3;-;5;51
"310890 Brazópolis";14;17;18;21;22;19;22;20;15;15;16;11;210
"310900 Brumadinho";29;33;31;21;40;31;35;32;30;24;27;27;360
"310910 Bueno Brandão";8;14;13;18;25;13;11;19;13;14;6;11;165
"310920 Buenópolis";17;8;12;13;6;19;19;18;20;13;9;10;164
"310925 Bugre";3;5;11;2;4;3;3;1;8;3;3;1;47
"310930 Buritis";42;38;41;49;45;44;50;44;45;46;44;54;542
"310940 Buritizeiro";8;55;59;52;68;42;53;58;41;50;36;21;543
"310945 Cabeceira Grande";7;3;10;11;7;3;6;8;3;9;11;6;84
"310950 Cabo Verde";19;22;23;20;18;17;21;18;16;22;12;16;224
"310960 Cachoeira da Prata";1;4;4;2;2;4;9;4;1;4;3;4;42
"310970 Cachoeira de Minas";9;13;11;17;17;11;10;10;10;7;9;5;129
"310270 Cachoeira de Pajeú";9;9;19;18;14;17;12;20;12;12;12;13;167
"310980 Cachoeira Dourada";2;2;-;1;4;2;3;1;2;2;2;3;24
"310990 Caetanópolis";14;8;10;15;9;8;13;16;7;12;13;5;130
"311000 Caeté";51;40;68;34;18;55;58;49;56;46;45;53;573
"311010 Caiana";1;5;6;8;5;3;10;3;3;9;7;1;61
"311020 Cajuri";7;6;5;8;6;5;2;4;10;5;1;6;65
"311030 Caldas";13;18;6;12;15;20;15;12;14;16;11;17;169
"311040 Camacho";1;3;5;2;3;6;-;7;3;1;2;5;38
"311050 Camanducaia";33;21;40;33;25;28;28;26;28;18;28;23;331
"311060 Cambuí";30;29;41;26;31;26;25;31;36;27;42;20;364
"311070 Cambuquira";16;10;12;22;16;22;7;17;17;12;11;13;175
"311080 Campanário";2;3;17;5;4;6;2;4;2;8;5;2;60
"311090 Campanha";16;27;27;22;23;17;21;17;22;18;22;24;256
"311100 Campestre";33;24;40;33;28;24;17;20;22;28;17;26;312
"311110 Campina Verde";26;21;17;28;27;22;21;26;18;23;25;19;273
"311115 Campo Azul";4;3;2;6;2;2;6;5;1;8;4;-;43
"311120 Campo Belo";78;57;86;82;67;63;61;64;69;68;70;79;844
"311130 Campo do Meio";8;21;13;14;12;11;17;13;17;16;16;14;172
"311140 Campo Florido";13;10;10;6;4;10;3;11;10;3;2;6;88
"311150 Campos Altos";21;18;26;20;27;25;17;25;21;23;20;14;257
"311160 Campos Gerais";50;45;42;36;30;40;49;40;38;40;32;49;491
"311190 Cana Verde";5;5;4;11;10;6;8;7;11;6;10;5;88
"311170 Canaã";4;6;2;4;11;6;8;3;4;6;3;3;60
"311180 Canápolis";12;17;11;12;14;4;13;12;15;9;6;11;136
"311200 Candeias";24;19;14;16;15;12;7;11;13;16;12;19;178
"311205 Cantagalo";3;4;5;1;3;7;5;5;8;7;4;2;54
"311210 Caparaó";6;8;8;10;10;7;10;6;7;7;7;5;91
"311220 Capela Nova";8;4;6;7;8;5;11;3;4;6;2;6;70
"311230 Capelinha";86;57;76;58;59;61;77;56;67;70;64;53;784
"311240 Capetinga";6;14;6;10;8;13;6;8;10;9;7;5;102
"311250 Capim Branco";12;6;10;5;8;5;14;7;9;14;10;10;110
"311260 Capinópolis";17;20;19;20;25;17;20;20;17;18;15;25;233
"311265 Capitão Andrade";8;7;4;7;2;-;1;1;-;-;1;-;31
"311270 Capitão Enéas";19;25;24;27;27;21;26;16;31;28;25;17;286
"311280 Capitólio";8;7;9;13;5;8;15;8;10;5;5;7;100
"311290 Caputira";9;13;11;11;15;15;12;11;9;14;11;17;148
"311300 Caraí";37;8;41;24;32;36;29;43;38;32;23;31;374
"311310 Caranaíba";6;1;3;-;3;1;5;4;4;8;9;3;47
"311320 Carandaí";29;18;32;27;15;39;30;44;38;11;25;24;332
"311330 Carangola";50;49;62;52;50;44;45;55;52;64;48;45;616
"311340 Caratinga";131;126;140;153;125;137;113;130;105;132;99;130;1521
"311350 Carbonita";4;3;18;9;7;14;9;10;10;7;9;6;106
"311360 Careaçu";12;6;11;11;9;6;7;8;6;11;10;9;106
"311370 Carlos Chagas";25;27;35;21;30;27;26;34;22;17;26;27;317
"311380 Carmésia";3;2;4;7;4;6;6;3;5;2;1;5;48
"311390 Carmo da Cachoeira";21;14;17;15;18;19;22;14;20;16;15;6;197
"311400 Carmo da Mata";17;21;16;9;15;11;16;15;12;20;16;10;178
"311410 Carmo de Minas";17;16;25;11;14;20;23;13;12;10;22;16;199
"311420 Carmo do Cajuru";29;29;31;24;36;27;26;16;24;24;28;21;315
"311430 Carmo do Paranaíba";38;40;40;52;43;34;37;62;24;39;33;34;476
"311440 Carmo do Rio Claro";14;14;28;19;27;18;21;27;17;17;15;20;237
"311450 Carmópolis de Minas";30;24;25;15;29;18;17;22;24;26;22;18;270
"311455 Carneirinho";8;11;12;5;17;5;10;9;5;9;8;5;104
"311460 Carrancas";2;6;4;4;5;8;1;1;6;6;3;4;50
"311470 Carvalhópolis";2;4;3;2;3;1;1;2;4;3;5;6;36
"311480 Carvalhos";1;4;9;4;3;3;4;7;5;5;5;3;53
"311490 Casa Grande";3;1;-;-;-;2;5;4;3;1;1;5;25
"311500 Cascalho Rico";2;1;2;-;3;4;2;-;2;4;1;-;21
"311510 Cássia";33;20;25;25;13;24;29;19;19;25;20;25;277
"311530 Cataguases";84;72;104;72;73;61;73;67;83;70;58;78;895
"311535 Catas Altas";6;7;8;8;9;10;2;3;9;5;7;8;82
"311540 Catas Altas da Noruega";12;5;3;2;3;1;3;2;2;2;6;2;43
"311545 Catuji";14;9;20;15;13;11;15;10;8;2;7;12;136
"311547 Catuti";6;4;4;2;15;10;5;3;5;8;5;6;73
"311550 Caxambu";37;31;48;30;41;22;24;14;19;21;3;38;328
"311560 Cedro do Abaeté";-;2;1;-;-;-;2;2;4;1;2;3;17
"311570 Central de Minas";7;8;6;9;11;6;9;10;16;12;4;1;99
"311580 Centralina";11;10;10;11;17;10;15;9;8;10;12;6;129
"311590 Chácara";2;4;-;2;6;2;3;2;1;2;-;1;25
"311600 Chalé";-;1;2;3;3;9;6;3;8;4;8;15;62
"311610 Chapada do Norte";13;9;4;5;6;11;16;12;12;28;-;-;116
"311615 Chapada Gaúcha";7;12;14;11;12;14;19;16;20;10;10;7;152
"311620 Chiador";2;3;2;1;2;-;2;2;3;1;-;3;21
"311630 Cipotânea";5;12;7;11;6;12;11;5;6;5;5;8;93
"311640 Claraval";3;-;2;2;3;2;1;2;2;-;-;1;18
"311650 Claro dos Poções";12;8;9;11;6;3;3;9;8;10;5;6;90
"311660 Cláudio";42;40;37;41;36;27;29;7;27;34;40;37;397
"311670 Coimbra";18;13;16;9;13;11;8;4;9;8;7;11;127
"311680 Coluna";10;13;15;-;2;10;11;17;18;16;10;18;140
"311690 Comendador Gomes";2;-;1;1;-;-;-;-;-;-;-;-;4
"311700 Comercinho";13;8;18;5;10;12;6;5;13;11;8;7;116
"311710 Conceição da Aparecida";11;11;11;17;6;10;10;6;9;13;6;5;115
"311520 Conceição da Barra de Minas";7;5;4;-;4;2;4;5;3;6;5;-;45
"311730 Conceição das Alagoas";24;25;31;28;21;20;19;28;21;31;13;25;286
"311720 Conceição das Pedras";4;1;3;3;2;1;5;3;1;-;4;2;29
"311740 Conceição de Ipanema";6;9;8;9;7;7;9;9;11;3;6;4;88
"311750 Conceição do Mato Dentro";29;18;26;32;37;32;33;23;31;31;23;4;319
"311760 Conceição do Pará";2;5;4;9;10;5;4;4;6;2;5;4;60
"311770 Conceição do Rio Verde";14;2;19;19;3;20;26;23;19;18;2;14;179
"311780 Conceição dos Ouros";17;19;8;13;15;10;8;9;13;7;16;13;148
"311783 Cônego Marinho";3;6;11;9;10;14;8;8;6;8;5;11;99
"311787 Confins";9;6;10;10;8;10;11;3;9;6;8;5;95
"311790 Congonhal";6;7;13;8;10;17;14;4;5;11;4;4;103
"311800 Congonhas";65;42;67;46;55;58;60;45;48;52;59;52;649
"311810 Congonhas do Norte";-;1;6;1;8;7;4;9;8;3;6;2;55
"311820 Conquista";3;5;4;11;5;6;5;4;8;7;7;7;72
"311830 Conselheiro Lafaiete";124;143;128;142;145;125;138;114;131;128;139;126;1583
"311840 Conselheiro Pena";39;41;24;28;47;35;22;25;30;22;31;23;367
"311850 Consolação";1;3;7;4;2;5;4;-;2;2;1;1;32
"311860 Contagem";817;807;951;877;858;856;813;826;820;768;737;774;9904
"311870 Coqueiral";12;11;24;10;7;11;16;13;12;16;18;14;164
"311880 Coração de Jesus";49;26;49;31;12;34;44;37;44;45;43;32;446
"311890 Cordisburgo";7;7;9;7;6;9;8;6;7;3;8;10;87
"311900 Cordislândia";2;3;5;4;1;5;4;2;3;4;3;4;40
"311910 Corinto";26;41;45;37;38;43;37;41;49;35;46;28;466
"311920 Coroaci";11;5;8;14;14;13;11;15;5;2;6;13;117
"311930 Coromandel";34;34;43;32;43;36;45;37;30;35;32;36;437
"311940 Coronel Fabriciano";148;141;171;145;175;142;145;128;153;115;133;93;1689
"311950 Coronel Murta";5;8;10;8;8;7;5;3;4;6;10;2;76
"311960 Coronel Pacheco";3;1;2;4;4;5;2;8;3;4;-;3;39
"311970 Coronel Xavier Chaves";3;2;4;3;4;6;2;-;2;1;-;3;30
"311980 Córrego Danta";4;2;2;5;6;4;2;2;4;11;1;3;46
"311990 Córrego do Bom Jesus";-;1;2;3;2;1;5;1;4;3;2;4;28
"311995 Córrego Fundo";3;7;6;9;7;11;2;5;7;4;4;3;68
"312000 Córrego Novo";2;5;3;2;6;5;2;2;3;1;6;4;41
"312010 Couto de Magalhães de Minas";-;3;12;-;6;1;1;5;8;4;4;-;44
"312015 Crisólita";-;2;1;-;1;1;-;1;2;-;5;8;21
"312020 Cristais";14;11;14;11;14;13;12;14;8;8;6;14;139
"312030 Cristália";3;13;13;7;7;10;7;12;14;14;21;12;133
"312040 Cristiano Otoni";11;11;11;6;6;5;2;7;4;8;2;9;82
"312050 Cristina";10;9;11;17;13;5;13;9;12;19;9;14;141
"312060 Crucilândia";5;4;4;3;5;2;5;4;5;6;6;8;57
"312070 Cruzeiro da Fortaleza";2;3;2;3;2;5;5;6;5;6;4;5;48
"312080 Cruzília";26;24;30;20;36;24;25;20;18;22;21;18;284
"312083 Cuparaque";2;4;6;10;4;9;5;-;4;2;2;8;56
"312087 Curral de Dentro";13;14;9;6;9;3;5;18;5;10;10;8;110
"312090 Curvelo";107;91;118;96;111;115;86;79;119;95;104;93;1214
"312100 Datas";9;14;11;4;3;6;2;8;6;7;5;6;81
"312110 Delfim Moreira";10;10;16;6;12;12;16;7;12;8;9;7;125
"312120 Delfinópolis";11;2;9;8;11;2;2;7;2;7;10;4;75
"312125 Delta";4;4;6;8;7;7;3;10;11;7;11;11;89
"312130 Descoberto";10;6;6;9;2;4;3;3;1;3;6;7;60
"312140 Desterro de Entre Rios";5;6;8;-;8;9;4;7;-;6;5;9;67
"312150 Desterro do Melo";5;7;1;2;1;5;3;1;6;4;7;7;49
"312160 Diamantina";60;17;60;10;73;51;9;65;70;75;59;3;552
"312170 Diogo de Vasconcelos";6;5;6;5;1;3;7;1;4;4;2;5;49
"312180 Dionísio";5;2;10;14;10;10;12;10;7;11;9;6;106
"312190 Divinésia";3;3;4;5;1;1;4;3;2;6;2;5;39
"312200 Divino";29;33;38;32;37;36;13;53;37;30;42;33;413
"312210 Divino das Laranjeiras";4;9;11;8;5;5;9;9;8;5;3;10;86
"312220 Divinolândia de Minas";16;13;16;11;14;10;12;8;11;9;10;7;137
"312230 Divinópolis";252;263;310;234;320;265;231;245;248;221;217;241;3047
"312235 Divisa Alegre";13;6;18;1;8;7;1;13;9;16;9;3;104
"312240 Divisa Nova";7;7;8;9;9;9;9;6;7;9;9;7;96
"312245 Divisópolis";5;2;2;2;8;12;8;10;1;9;12;9;80
"312247 Dom Bosco";5;-;-;1;4;6;5;3;5;4;4;4;41
"312250 Dom Cavati";3;6;7;8;7;13;3;6;8;4;10;6;81
"312260 Dom Joaquim";4;5;7;3;3;8;8;12;4;9;9;7;79
"312270 Dom Silvério";9;3;3;3;13;4;4;9;6;7;4;9;74
"312280 Dom Viçoso";4;6;4;8;3;1;2;2;2;2;2;2;38
"312290 Dona Eusébia";5;1;4;4;2;4;3;5;8;7;5;7;55
"312300 Dores de Campos";10;7;8;8;9;11;11;7;13;4;4;5;97
"312310 Dores de Guanhães";6;2;8;7;5;4;4;4;9;8;7;8;72
"312320 Dores do Indaiá";14;14;30;18;22;14;21;23;16;18;15;17;222
"312330 Dores do Turvo";10;10;6;3;10;5;6;8;6;4;5;5;78
"312340 Doresópolis";3;2;-;2;2;3;1;2;1;2;2;-;20
"312350 Douradoquara";-;2;2;-;3;1;-;2;2;2;-;-;14
"312352 Durandé";14;13;8;22;15;18;16;14;18;16;10;11;175
"312360 Elói Mendes";35;32;30;38;41;28;36;32;37;33;28;23;393
"312370 Engenheiro Caldas";15;16;22;14;13;10;1;21;11;17;14;15;169
"312380 Engenheiro Navarro";11;7;8;10;3;7;9;7;11;6;5;-;84
"312385 Entre Folhas";7;6;11;10;11;8;8;9;9;13;7;8;107
"312390 Entre Rios de Minas";13;16;18;20;21;18;11;13;8;14;23;18;193
"312400 Ervália";34;1;28;33;22;27;23;25;26;27;32;33;311
"312410 Esmeraldas";69;55;45;43;50;68;47;51;63;62;60;61;674
"312420 Espera Feliz";37;37;29;42;41;30;51;34;34;46;34;38;453
"312430 Espinosa";43;37;8;52;46;43;32;60;40;50;50;43;504
"312440 Espírito Santo do Dourado";3;1;3;4;3;7;2;1;2;3;3;1;33
"312450 Estiva";11;11;16;11;13;10;7;15;11;9;9;9;132
"312460 Estrela Dalva";3;5;1;3;4;6;4;4;7;1;2;1;41
"312470 Estrela do Indaiá";6;1;5;3;5;3;6;4;4;1;5;4;47
"312480 Estrela do Sul";5;12;15;5;5;5;2;5;7;8;3;5;77
"312490 Eugenópolis";12;10;2;14;2;10;12;8;14;22;6;12;124
"312500 Ewbank da Câmara";3;3;2;7;2;7;5;6;4;4;5;6;54
"312510 Extrema";27;28;32;29;37;40;37;32;30;32;24;26;374
"312520 Fama";-;2;1;1;1;2;1;-;3;3;2;1;17
"312530 Faria Lemos";1;9;2;5;1;2;2;1;6;3;-;2;34
"312540 Felício dos Santos";14;6;10;5;8;2;-;7;10;3;6;-;71
"312560 Felisburgo";17;-;13;10;10;9;11;4;6;9;6;8;103
"312570 Felixlândia";21;21;22;16;12;19;15;16;11;18;24;16;211
"312580 Fernandes Tourinho";7;5;2;7;5;2;3;6;5;2;1;3;48
"312590 Ferros";15;14;17;15;24;16;17;20;12;8;13;17;188
"312595 Fervedouro";18;19;24;18;18;16;14;14;20;12;19;17;209
"312600 Florestal";3;2;7;7;7;9;8;4;5;6;7;6;71
"312610 Formiga";77;78;83;71;92;75;77;66;100;64;74;94;951
"312620 Formoso";5;4;9;4;8;10;6;7;13;5;5;10;86
"312630 Fortaleza de Minas";2;2;1;5;-;2;5;4;5;6;2;-;34
"312640 Fortuna de Minas";-;5;3;5;1;9;2;4;4;1;1;3;38
"312650 Francisco Badaró";7;11;2;7;8;15;12;4;9;11;9;-;95
"312660 Francisco Dumont";6;5;7;6;4;1;6;6;5;4;1;1;52
"312670 Francisco Sá";36;37;30;50;31;25;31;41;40;39;46;33;439
"312675 Franciscópolis";6;7;7;6;11;9;4;3;8;10;11;5;87
"312680 Frei Gaspar";6;25;10;15;5;8;7;9;5;12;7;9;118
"312690 Frei Inocêncio";12;16;14;17;19;11;17;20;16;20;9;10;181
"312695 Frei Lagonegro";3;3;2;3;2;3;6;4;-;4;1;1;32
"312700 Fronteira";9;6;10;4;9;3;4;6;6;5;5;6;73
"312705 Fronteira dos Vales";1;2;-;-;-;-;-;-;2;-;4;7;16
"312707 Fruta de Leite";15;17;6;12;9;6;8;8;6;14;16;-;117
"312710 Frutal";11;57;57;63;71;58;47;52;49;62;62;42;631
"312720 Funilândia";3;2;8;3;4;4;2;4;3;5;1;12;51
"312730 Galiléia";17;25;14;16;11;13;14;14;11;10;9;11;165
"312733 Gameleiras";3;11;-;5;9;5;5;6;6;9;8;5;72
"312735 Glaucilândia";5;2;3;3;1;3;3;1;4;1;5;1;32
"312737 Goiabeira";2;7;4;4;4;1;6;-;4;-;-;1;33
"312738 Goianá";8;-;3;2;1;4;2;4;3;3;4;6;40
"312740 Gonçalves";7;1;6;3;3;4;4;6;5;5;4;8;56
"312750 Gonzaga";11;7;11;11;7;11;9;8;6;7;1;9;98
"312760 Gouveia";18;13;16;15;16;9;13;20;10;13;6;6;155
"312770 Governador Valadares";400;356;437;437;411;406;395;361;325;321;290;311;4450
"312780 Grão Mogol";16;19;30;18;21;18;26;25;22;24;19;19;257
"312790 Grupiara";1;2;3;-;1;3;1;2;2;2;-;-;17
"312800 Guanhães";57;40;58;54;56;46;32;42;54;41;41;40;561
"312810 Guapé";17;20;32;19;23;15;19;3;14;23;15;15;215
"312820 Guaraciaba";12;13;17;14;17;13;14;11;19;9;11;17;167
"312825 Guaraciama";8;5;3;4;1;6;4;-;6;5;3;-;45
"312830 Guaranésia";23;23;28;20;32;27;18;20;21;23;23;22;280
"312840 Guarani";13;10;7;9;10;7;12;10;9;10;6;17;120
"312850 Guarará";6;3;3;7;3;3;2;2;7;1;5;5;47
"312860 Guarda-Mor";8;2;3;5;10;5;7;5;7;5;1;1;59
"312870 Guaxupé";77;61;81;66;62;59;60;71;58;61;47;44;747
"312880 Guidoval";8;12;9;5;13;12;4;8;10;6;6;7;100
"312890 Guimarânia";8;12;6;8;6;8;7;7;9;10;7;4;92
"312900 Guiricema";13;6;11;9;11;3;5;7;5;9;3;9;91
"312910 Gurinhatã";5;7;3;-;4;3;2;5;4;11;4;10;58
"312920 Heliodora";11;9;13;9;12;5;5;11;9;2;2;4;92
"312930 Iapu";7;12;2;15;11;7;15;19;16;14;11;10;139
"312940 Ibertioga";8;5;6;4;9;9;5;6;4;7;4;8;75
"312950 Ibiá";25;36;30;25;28;30;31;27;20;22;26;23;323
"312960 Ibiaí";12;11;6;11;14;11;21;13;14;7;12;12;144
"312965 Ibiracatu";1;-;10;4;5;7;5;9;7;5;8;5;66
"312970 Ibiraci";9;13;8;16;18;12;10;7;16;9;10;9;137
"312980 Ibirité";160;187;265;181;194;223;226;224;205;218;235;179;2497
"312990 Ibitiúra de Minas";7;6;1;2;3;5;-;4;1;5;2;5;41
"313000 Ibituruna";4;5;3;6;8;4;5;7;9;1;4;5;61
"313005 Icaraí de Minas";9;8;7;16;18;16;17;17;16;9;14;2;149
"313010 Igarapé";48;38;40;26;35;52;43;50;41;43;48;38;502
"313020 Igaratinga";12;12;13;11;16;8;6;17;10;7;15;11;138
"313030 Iguatama";5;14;10;10;11;6;3;9;7;9;6;8;98
"313040 Ijaci";10;7;8;7;4;8;10;5;8;5;7;7;86
"313050 Ilicínea";11;7;13;12;13;11;9;10;13;13;5;11;128
"313055 Imbé de Minas";4;5;17;4;9;18;13;11;8;9;9;5;112
"313060 Inconfidentes";7;5;6;5;10;5;1;4;5;8;2;1;59
"313065 Indaiabira";10;8;6;6;9;9;6;15;20;11;8;5;113
"313070 Indianópolis";10;5;6;7;4;8;5;5;3;4;6;3;66
"313080 Ingaí";1;2;2;2;5;4;-;2;3;3;4;1;29
"313090 Inhapim";34;40;25;36;31;23;45;26;32;25;41;20;378
"313100 Inhaúma";6;4;13;10;4;8;8;6;9;3;5;12;88
"313110 Inimutaba";11;6;13;14;2;4;10;8;13;4;6;8;99
"313115 Ipaba";23;16;20;32;29;27;24;30;24;30;24;16;295
"313120 Ipanema";26;32;27;25;23;25;28;27;28;25;17;26;309
"313130 Ipatinga";294;204;264;349;358;313;305;281;282;268;275;198;3391
"313140 Ipiaçu";8;3;6;4;9;4;7;3;3;3;3;5;58
"313150 Ipuiúna";19;13;13;8;14;7;9;12;15;16;12;10;148
"313160 Iraí de Minas";4;4;3;8;13;6;3;3;13;4;3;5;69
"313170 Itabira";158;126;165;154;148;142;130;146;127;128;127;138;1689
"313180 Itabirinha";13;18;23;12;15;14;13;15;17;21;8;7;176
"313190 Itabirito";56;48;63;54;56;40;25;48;64;43;51;52;600
"313200 Itacambira";7;7;5;2;11;6;2;2;7;6;8;2;65
"313210 Itacarambi";32;30;39;31;43;32;46;27;44;35;26;33;418
"313220 Itaguara";20;11;16;8;22;14;16;13;14;5;18;14;171
"313230 Itaipé";23;21;25;18;22;12;15;21;18;24;24;24;247
"313240 Itajubá";122;124;113;130;111;114;117;100;122;114;102;117;1386
"313250 Itamarandiba";49;48;53;36;40;67;59;55;57;62;54;24;604
"313260 Itamarati de Minas";3;6;1;7;3;1;3;2;5;5;2;1;39
"313270 Itambacuri";48;55;50;44;48;34;49;33;50;37;35;35;518
"313280 Itambé do Mato Dentro";2;2;1;2;2;3;-;3;1;2;6;4;28
"313290 Itamogi";11;12;14;7;11;8;7;12;11;10;16;14;133
"313300 Itamonte";17;11;17;16;19;17;17;10;20;16;16;11;187
"313310 Itanhandu";19;11;27;22;18;23;11;19;16;9;15;11;201
"313320 Itanhomi";12;20;26;20;15;13;15;16;27;21;9;14;208
"313330 Itaobim";6;34;45;39;35;38;31;36;34;32;27;29;386
"313340 Itapagipe";18;10;14;15;11;8;5;12;7;8;8;13;129
"313350 Itapecerica";15;24;28;22;20;26;14;19;23;30;21;15;257
"313360 Itapeva";11;9;7;9;9;9;7;11;5;6;9;6;98
"313370 Itatiaiuçu";11;16;12;11;13;6;6;4;10;8;10;15;122
"313375 Itaú de Minas";19;12;15;16;16;24;13;16;11;22;16;14;194
"313380 Itaúna";106;99;126;112;121;103;102;88;97;85;82;86;1207
"313390 Itaverava";11;7;5;-;7;7;3;11;11;8;9;7;86
"313400 Itinga";1;8;9;18;10;11;18;16;12;6;23;13;145
"313410 Itueta";8;7;7;15;10;7;2;7;10;7;2;8;90
"313420 Ituiutaba";112;112;158;120;126;104;99;94;94;95;93;82;1289
"313430 Itumirim";4;12;10;3;11;6;8;6;7;5;1;8;81
"313440 Iturama";53;44;49;48;52;39;40;58;42;48;27;41;541
"313450 Itutinga";4;4;5;7;3;7;3;6;7;2;5;1;54
"313460 Jaboticatubas";17;19;16;9;22;12;26;15;11;11;10;17;185
"313470 Jacinto";23;19;16;18;19;23;16;9;20;4;13;16;196
"313480 Jacuí";9;6;8;13;6;10;8;6;12;4;9;2;93
"313490 Jacutinga";26;20;37;44;21;28;25;24;43;23;32;34;357
"313500 Jaguaraçu";3;-;3;-;4;4;2;4;6;1;5;4;36
"313505 Jaíba";52;80;69;66;53;61;41;46;45;50;33;37;633
"313507 Jampruca";2;6;7;6;4;10;6;6;4;9;3;4;67
"313510 Janaúba";125;111;129;127;143;122;115;100;110;123;161;217;1583
"313520 Januária";125;112;125;121;89;107;133;159;87;88;106;121;1373
"313530 Japaraíba";7;8;4;4;2;5;-;6;3;5;3;4;51
"313535 Japonvar";7;10;13;9;8;5;12;13;17;7;6;9;116
"313540 Jeceaba";3;2;7;7;5;2;7;3;6;5;1;3;51
"313545 Jenipapo de Minas";-;1;2;-;-;2;1;5;3;5;5;-;24
"313550 Jequeri";7;10;12;8;23;14;13;11;12;16;13;18;157
"313560 Jequitaí";10;8;15;9;17;6;11;10;9;12;4;10;121
"313570 Jequitibá";10;5;3;4;3;9;6;5;9;8;6;4;72
"313580 Jequitinhonha";34;29;44;42;47;26;38;34;27;34;40;36;431
"313590 Jesuânia";5;4;4;7;6;9;6;3;4;4;8;10;70
"313600 Joaíma";13;25;31;23;35;26;37;23;33;29;15;32;322
"313610 Joanésia";13;5;4;7;12;9;8;3;7;3;3;3;77
"313620 João Monlevade";95;88;113;74;96;87;100;87;78;85;80;90;1073
"313630 João Pinheiro";65;65;68;75;92;63;77;73;88;73;76;72;887
"313640 Joaquim Felício";1;9;3;5;9;1;3;7;7;6;-;1;52
"313650 Jordânia";7;14;17;14;8;23;2;13;17;16;7;14;152
"313652 José Gonçalves de Minas";11;6;5;3;8;6;9;12;4;10;-;-;74
"313655 José Raydan";4;8;4;8;5;7;1;6;8;5;4;-;60
"313657 Josenópolis";15;7;8;4;6;5;7;8;7;8;6;3;84
"313665 Juatuba";31;22;24;25;35;13;23;23;17;25;29;28;295
"313670 Juiz de Fora";601;580;666;590;656;577;552;538;544;620;570;549;7043
"313680 Juramento";7;3;10;3;1;2;6;2;4;4;5;3;50
"313690 Juruaia";13;12;14;20;10;7;8;13;10;11;7;1;126
"313695 Juvenília";2;3;-;7;2;2;6;3;7;3;1;7;43
"313700 Ladainha";34;33;22;29;23;23;26;36;20;22;19;17;304
"313710 Lagamar";8;7;10;3;5;4;2;5;3;1;2;6;56
"313720 Lagoa da Prata";55;50;74;64;64;51;67;47;51;59;53;57;692
"313730 Lagoa dos Patos";7;9;5;7;5;6;5;9;5;8;10;6;82
"313740 Lagoa Dourada";13;18;20;17;23;25;16;18;19;13;24;8;214
"313750 Lagoa Formosa";16;18;29;27;13;24;29;14;17;19;11;15;232
"313753 Lagoa Grande";12;7;12;5;12;7;11;12;7;10;6;6;107
"313760 Lagoa Santa";46;37;46;41;63;51;68;28;50;43;19;40;532
"313770 Lajinha";10;42;11;28;24;35;30;26;24;19;23;28;300
"313780 Lambari";25;20;27;23;25;31;32;21;14;26;22;20;286
"313790 Lamim";1;7;4;6;3;7;1;8;3;6;5;3;54
"313800 Laranjal";3;4;2;10;4;4;2;5;4;3;9;3;53
"313810 Lassance";7;7;12;15;11;2;9;10;3;4;10;6;96
"313820 Lavras";138;119;128;125;113;100;112;115;90;95;100;116;1351
"313830 Leandro Ferreira";1;3;5;5;5;3;5;4;3;4;2;8;48
"313835 Leme do Prado";11;8;8;7;8;8;7;5;8;9;-;-;79
"313840 Leopoldina";66;73;39;75;64;74;70;65;74;54;49;78;781
"313850 Liberdade";6;5;9;6;4;6;4;6;2;10;5;8;71
"313860 Lima Duarte";16;17;22;29;11;22;21;10;15;22;18;17;220
"313862 Limeira do Oeste";4;6;3;12;5;12;3;5;3;9;5;8;75
"313865 Lontra";12;9;12;6;11;11;9;15;22;20;4;3;134
"313867 Luisburgo";6;11;11;13;12;11;10;10;11;15;13;9;132
"313868 Luislândia";8;4;9;12;12;8;8;6;8;9;10;2;96
"313870 Luminárias";8;12;6;5;10;5;11;4;2;7;5;11;86
"313880 Luz";27;18;27;17;22;22;20;13;17;20;15;20;238
"313890 Machacalis";10;8;12;9;10;13;14;10;10;9;15;9;129
"313900 Machado";59;55;53;54;84;67;58;46;61;62;54;58;711
"313910 Madre de Deus de Minas";2;2;2;4;10;5;6;8;4;6;3;8;60
"313920 Malacacheta";46;41;45;35;55;47;43;32;53;33;30;30;490
"313925 Mamonas";4;2;3;2;5;5;4;4;5;7;4;2;47
"313930 Manga";55;46;53;48;52;44;40;58;44;27;41;37;545
"313940 Manhuaçu";147;113;138;133;166;125;153;155;110;146;113;122;1621
"313950 Manhumirim";29;38;34;38;35;28;39;39;45;32;35;27;419
"313960 Mantena";36;37;36;30;34;37;36;40;35;36;21;26;404
"313980 Mar de Espanha";10;12;9;12;9;13;13;15;12;11;11;18;145
"313970 Maravilhas";4;5;10;5;8;10;7;7;6;4;12;6;84
"313990 Maria da Fé";24;25;33;16;16;21;30;17;17;22;28;21;270
"314000 Mariana";70;67;90;85;14;73;90;68;58;74;72;66;827
