 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2002
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"170710 Divinópolis do Tocantins";11;3;18;10;9;16;5;10;11;5;9;13;120
"170720 Dois Irmãos do Tocantins";5;1;3;5;4;4;10;5;3;3;7;5;55
"170730 Dueré";4;6;5;9;8;7;5;6;6;6;7;9;78
"170740 Esperantina";13;17;20;15;33;9;21;23;20;24;16;18;229
"170755 Fátima";7;11;6;8;9;14;6;8;7;5;4;2;87
"170765 Figueirópolis";9;8;8;10;10;13;10;14;14;9;3;3;111
"170770 Filadélfia";20;10;12;17;15;17;6;9;10;13;11;7;147
"170820 Formoso do Araguaia";39;40;40;25;42;32;37;42;47;18;25;27;414
"170825 Fortaleza do Tabocão";1;6;7;3;2;2;3;8;3;2;1;5;43
"170830 Goianorte";9;5;7;7;9;6;9;6;10;10;12;6;96
"170900 Goiatins";18;19;17;29;23;31;33;23;21;34;33;28;309
"170930 Guaraí";39;28;41;42;54;41;39;35;26;37;34;39;455
"170950 Gurupi";130;118;147;133;138;117;120;109;113;106;118;132;1481
"170980 Ipueiras";5;3;3;1;1;4;2;5;3;5;4;2;38
"171050 Itacajá";16;6;13;9;14;15;9;13;6;11;18;11;141
"171070 Itaguatins";14;8;12;13;13;13;13;19;15;18;17;18;173
"171090 Itapiratins";2;3;6;5;6;3;7;3;4;3;5;6;53
"171110 Itaporã do Tocantins";1;2;3;3;6;3;12;3;5;3;3;6;50
"171150 Jaú do Tocantins";8;1;3;2;3;5;-;4;5;6;4;1;42
"171180 Juarina";2;4;2;2;1;4;4;4;2;3;1;5;34
"171190 Lagoa da Confusão";3;7;10;7;11;12;14;14;15;12;9;3;117
"171195 Lagoa do Tocantins";6;8;8;2;4;1;6;6;4;4;4;7;60
"171200 Lajeado";3;6;7;3;4;3;-;5;5;3;4;1;44
"171215 Lavandeira";-;1;3;2;3;3;2;1;2;2;3;-;22
"171240 Lizarda";7;3;6;8;8;10;7;8;5;6;7;4;79
"171245 Luzinópolis";1;2;5;6;7;1;6;5;4;6;5;2;50
"171250 Marianópolis do Tocantins";6;3;7;1;7;7;3;5;6;3;5;2;55
"171270 Mateiros";1;3;4;3;-;2;2;3;3;3;4;2;30
"171280 Maurilândia do Tocantins";-;1;3;1;5;3;3;-;5;3;-;3;27
"171320 Miracema do Tocantins";54;57;48;47;47;34;51;47;44;46;43;33;551
"171330 Miranorte";19;14;22;34;23;23;19;24;20;15;27;20;260
"171360 Monte do Carmo";7;8;8;6;8;6;17;8;3;15;9;4;99
"171370 Monte Santo do Tocantins";4;3;3;-;2;-;2;4;2;2;-;1;23
"171395 Muricilândia";8;7;3;7;7;6;5;6;4;10;8;8;79
"171420 Natividade";12;13;18;22;18;18;17;13;10;16;12;6;175
"171430 Nazaré";6;5;12;13;13;4;5;19;7;5;10;7;106
"171488 Nova Olinda";26;14;20;28;21;10;11;25;22;22;21;13;233
"171500 Nova Rosalândia";5;7;7;9;5;2;8;4;4;3;1;5;60
"171510 Novo Acordo";5;1;3;8;3;2;7;4;9;7;12;6;67
"171515 Novo Alegre";2;3;3;3;5;3;1;1;5;-;-;1;27
"171525 Novo Jardim";3;5;8;5;5;12;3;6;9;4;5;7;72
"171550 Oliveira de Fátima";-;-;-;-;3;-;-;-;3;-;-;6;12
"172100 Palmas";323;293;334;337;388;335;326;339;317;317;320;313;3942
"171570 Palmeirante";6;4;6;7;7;12;9;7;3;9;1;3;74
"171380 Palmeiras do Tocantins";7;3;6;5;9;8;6;8;9;8;6;3;78
"171575 Palmeirópolis";8;15;14;11;17;6;20;12;14;10;8;8;143
"171610 Paraíso do Tocantins";71;55;69;72;82;63;76;76;75;66;57;79;841
"171620 Paranã";14;10;3;4;16;14;8;19;15;17;15;12;147
"171630 Pau D'Arco";7;1;4;3;4;4;1;2;1;4;9;6;46
"171650 Pedro Afonso";14;20;20;22;19;15;12;22;21;14;19;16;214
"171660 Peixe";12;9;19;19;18;13;11;10;14;14;6;19;164
"171665 Pequizeiro";11;9;6;8;7;7;8;10;4;12;5;10;97
"171700 Pindorama do Tocantins";1;2;5;11;5;11;9;6;5;3;5;9;72
"171720 Piraquê";3;4;3;6;5;8;2;7;5;5;4;3;55
"171750 Pium";11;11;14;11;14;17;12;11;13;7;10;6;137
"171780 Ponte Alta do Bom Jesus";7;1;7;2;6;9;8;7;6;5;5;9;72
"171790 Ponte Alta do Tocantins";4;9;10;12;13;14;6;7;7;8;10;5;105
"171800 Porto Alegre do Tocantins";2;4;5;5;8;2;7;5;2;2;6;4;52
"171820 Porto Nacional";100;72;101;82;82;83;78;69;95;82;86;72;1002
"171830 Praia Norte";6;10;15;3;8;16;14;16;17;20;12;16;153
"171840 Presidente Kennedy";8;7;12;12;8;12;4;10;6;5;7;9;100
"171845 Pugmil";4;4;1;1;2;10;1;3;1;4;4;3;38
"171850 Recursolândia";10;8;5;14;8;12;15;7;6;7;3;2;97
"171855 Riachinho";4;1;10;9;6;7;3;3;6;5;3;2;59
"171865 Rio da Conceição";-;1;4;1;4;2;1;3;3;3;1;2;25
"171870 Rio dos Bois";1;2;6;4;3;1;4;3;5;2;4;3;38
"171875 Rio Sono";10;3;6;11;9;7;1;11;10;5;4;15;92
"171880 Sampaio";26;7;5;6;8;8;6;9;7;10;11;5;108
"171884 Sandolândia";3;2;3;9;3;6;5;3;1;1;7;2;45
"171886 Santa Fé do Araguaia";8;9;15;14;12;16;13;10;14;11;10;11;143
"171888 Santa Maria do Tocantins";-;1;-;3;5;3;5;4;2;9;5;3;40
"171889 Santa Rita do Tocantins";-;1;3;1;3;1;3;1;-;1;-;-;14
"171890 Santa Rosa do Tocantins";8;10;7;6;8;7;10;10;10;9;7;5;97
"171900 Santa Tereza do Tocantins";5;2;2;5;1;3;1;1;3;4;1;3;31
"172000 Santa Terezinha do Tocantins";2;-;1;4;3;-;7;5;3;6;5;3;39
"172010 São Bento do Tocantins";2;8;6;4;5;7;8;7;4;7;8;1;67
"172015 São Félix do Tocantins";2;2;2;2;1;4;1;2;2;1;3;3;25
"172020 São Miguel do Tocantins";4;4;4;7;7;4;3;8;5;4;4;5;59
"172025 São Salvador do Tocantins";3;2;2;4;4;1;7;4;5;4;2;-;38
"172030 São Sebastião do Tocantins";8;9;9;13;8;7;12;8;5;3;6;9;97
"172049 São Valério";9;7;7;8;12;6;7;8;9;2;6;6;87
"172065 Silvanópolis";6;9;8;6;7;12;11;5;10;6;7;1;88
"172080 Sítio Novo do Tocantins";17;12;13;9;16;11;17;19;17;14;13;12;170
"172085 Sucupira";3;2;7;5;8;6;3;2;2;1;1;2;42
"172090 Taguatinga";30;26;21;30;33;29;28;28;24;27;29;35;340
"172093 Taipas do Tocantins";4;3;3;1;3;1;1;1;1;1;4;-;23
"172097 Talismã";9;5;1;3;1;5;3;1;-;1;2;4;35
"172110 Tocantínia";7;14;18;21;19;20;15;9;21;6;13;12;175
"172120 Tocantinópolis";30;26;41;50;52;40;40;40;38;39;27;37;460
"172125 Tupirama";3;-;-;1;-;2;1;1;-;3;3;-;14
"172130 Tupiratins";3;1;1;1;2;1;4;1;2;2;2;1;21
"172208 Wanderlândia";16;10;14;15;23;13;12;20;13;13;15;25;189
"172210 Xambioá";19;21;37;18;25;25;30;23;23;35;29;30;315
"170000 Município ignorado - TO";-;-;-;-;-;-;-;-;1;1;-;-;2
"210005 Açailândia";29;154;175;198;234;217;177;150;130;141;149;131;1885
"210010 Afonso Cunha";6;11;12;8;9;5;17;10;13;8;15;9;123
"210015 Água Doce do Maranhão";9;7;12;10;22;16;16;13;13;11;16;9;154
"210020 Alcântara";26;25;23;19;22;30;29;32;28;33;24;20;311
"210030 Aldeias Altas";41;30;32;31;38;24;36;43;34;43;48;14;414
"210040 Altamira do Maranhão";7;13;19;7;11;15;18;14;11;13;10;12;150
"210043 Alto Alegre do Maranhão";31;25;21;28;26;42;34;32;18;17;17;35;326
"210047 Alto Alegre do Pindaré";37;34;29;34;46;46;35;59;34;41;49;31;475
"210050 Alto Parnaíba";14;12;14;28;23;19;32;16;20;20;17;21;236
"210055 Amapá do Maranhão";11;12;7;7;12;10;16;18;10;5;18;4;130
"210060 Amarante do Maranhão";65;47;55;67;75;77;71;52;65;66;62;52;754
"210070 Anajatuba";3;14;14;36;24;28;34;33;25;32;26;26;295
"210080 Anapurus";14;29;23;31;30;26;20;29;47;31;33;25;338
"210083 Apicum-Açu";12;18;13;20;17;19;12;18;21;22;19;22;213
"210087 Araguanã";4;8;9;7;5;10;19;4;1;10;11;9;97
"210090 Araioses";58;54;55;59;48;39;52;35;60;40;55;53;608
"210095 Arame";56;57;50;58;65;58;63;51;52;47;59;53;669
"210100 Arari";51;39;45;52;62;48;46;45;69;54;53;50;614
"210110 Axixá";16;13;13;19;21;15;23;23;20;10;15;17;205
"210120 Bacabal";192;170;200;193;216;177;178;200;185;199;195;174;2279
"210125 Bacabeira";26;15;14;14;17;13;15;26;21;17;19;21;218
"210130 Bacuri";28;28;22;32;12;26;23;31;17;13;21;14;267
"210135 Bacurituba";5;3;8;6;3;4;7;5;12;8;9;4;74
"210140 Balsas";129;132;147;151;203;160;142;129;179;142;168;138;1820
"210150 Barão de Grajaú";23;13;16;18;22;25;37;16;14;21;24;18;247
"210160 Barra do Corda";163;136;142;149;177;147;163;166;162;144;136;143;1828
"210170 Barreirinhas";35;69;71;67;80;87;110;85;67;72;90;65;898
"210177 Bela Vista do Maranhão";19;10;16;13;8;18;7;20;13;12;19;14;169
"210173 Belágua";10;8;6;11;10;17;5;14;10;15;10;23;139
"210180 Benedito Leite";4;4;3;6;8;4;5;2;18;13;3;13;83
"210190 Bequimão";11;15;15;14;18;23;29;33;30;24;27;23;262
"210193 Bernardo do Mearim";6;2;7;6;9;9;8;6;5;6;7;7;78
"210197 Boa Vista do Gurupi";3;10;8;8;17;7;4;9;12;14;11;4;107
"210200 Bom Jardim";31;39;26;43;40;26;23;28;53;50;28;8;395
"210203 Bom Jesus das Selvas";19;19;5;31;18;17;24;32;33;28;37;27;290
"210207 Bom Lugar";12;5;13;15;4;15;23;15;17;16;16;17;168
"210210 Brejo";31;62;71;65;63;80;69;80;70;66;67;68;792
"210215 Brejo de Areia";9;7;11;12;10;8;9;5;14;14;16;11;126
"210220 Buriti";63;61;65;60;60;62;68;67;75;77;74;73;805
"210230 Buriti Bravo";4;20;54;53;54;46;45;50;57;47;46;48;524
"210232 Buriticupu";78;50;58;65;65;104;56;51;85;119;112;127;970
"210235 Buritirana";11;7;12;13;12;23;18;16;23;30;21;18;204
"210237 Cachoeira Grande";10;2;3;6;7;5;8;13;14;7;8;13;96
"210240 Cajapió";16;12;9;19;16;13;16;18;19;15;11;14;178
"210250 Cajari";9;12;12;19;15;19;10;8;16;21;17;15;173
"210255 Campestre do Maranhão";14;23;18;18;23;16;20;20;22;23;19;30;246
"210260 Cândido Mendes";16;12;10;12;7;4;10;6;13;9;13;6;118
"210270 Cantanhede";34;18;26;27;27;27;33;41;40;28;26;24;351
"210275 Capinzal do Norte";11;11;13;12;13;10;12;10;19;9;11;11;142
"210280 Carolina";44;26;46;51;31;37;42;37;44;38;35;40;471
"210290 Carutapera";30;29;30;39;34;53;41;36;41;49;23;23;428
"210300 Caxias";300;255;256;285;281;264;258;232;288;202;241;196;3058
"210310 Cedral";3;15;2;1;1;1;7;2;1;2;19;21;75
"210312 Central do Maranhão";12;7;9;10;3;13;11;7;15;9;14;13;123
"210315 Centro do Guilherme";4;5;5;12;7;9;9;20;9;10;13;7;110
"210317 Centro Novo do Maranhão";11;8;14;11;16;13;12;21;28;27;27;18;206
"210320 Chapadinha";139;128;132;125;134;138;138;156;142;122;110;122;1586
"210325 Cidelândia";7;11;8;19;17;11;13;11;20;22;17;12;168
"210330 Codó";217;198;199;207;258;261;258;243;235;198;206;187;2667
"210340 Coelho Neto";111;75;78;85;86;97;127;99;120;93;100;71;1142
"210350 Colinas";38;44;39;39;56;34;42;57;57;73;68;62;609
"210355 Conceição do Lago-Açu";8;6;19;12;17;8;29;19;25;18;8;9;178
"210360 Coroatá";143;95;114;134;116;110;135;135;139;107;124;126;1478
"210370 Cururupu";65;4;11;50;65;58;47;64;66;56;45;46;577
"210375 Davinópolis";12;15;24;20;36;21;19;5;19;21;20;7;219
"210380 Dom Pedro";19;32;20;26;22;22;21;14;32;23;32;12;275
"210390 Duque Bacelar";20;21;19;16;21;17;18;24;21;18;17;21;233
"210400 Esperantinópolis";33;26;17;35;31;35;39;23;38;34;28;34;373
"210405 Estreito";62;43;54;73;61;66;58;41;48;43;54;59;662
"210407 Feira Nova do Maranhão";13;11;3;12;12;10;9;11;16;13;15;16;141
"210408 Fernando Falcão";14;12;10;13;24;16;18;23;10;12;10;13;175
"210409 Formosa da Serra Negra";24;22;21;27;21;41;37;33;27;26;15;28;322
"210410 Fortaleza dos Nogueiras";21;16;20;29;22;29;19;22;26;32;22;19;277
"210420 Fortuna";28;29;26;23;35;31;34;46;34;34;35;21;376
"210430 Godofredo Viana";14;13;14;12;16;11;12;2;10;12;9;4;129
"210440 Gonçalves Dias";25;25;17;31;31;18;27;27;28;21;25;21;296
"210450 Governador Archer";15;7;13;7;11;7;13;9;26;20;23;11;162
"210455 Governador Edison Lobão";16;17;13;14;15;17;10;13;13;11;20;9;168
"210460 Governador Eugênio Barros";25;17;14;25;28;19;22;30;28;1;22;24;255
"210462 Governador Luiz Rocha";24;20;15;17;28;23;17;17;18;21;17;26;243
"210465 Governador Newton Bello";17;19;11;24;20;13;16;20;4;14;13;8;179
"210467 Governador Nunes Freire";49;29;49;54;63;56;41;61;60;49;59;56;626
"210470 Graça Aranha";13;8;8;14;13;2;10;8;10;1;10;10;107
"210480 Grajaú";89;85;101;108;123;124;127;98;91;91;100;89;1226
"210490 Guimarães";18;16;16;12;20;11;22;18;28;24;17;17;219
"210500 Humberto de Campos";19;35;29;23;27;37;38;35;19;30;33;23;348
"210510 Icatu";34;27;31;35;32;28;30;38;59;41;29;57;441
"210515 Igarapé do Meio";35;1;3;7;18;9;22;20;22;13;9;37;196
"210520 Igarapé Grande";18;12;15;12;21;13;16;13;11;7;13;20;171
"210530 Imperatriz";378;413;454;442;524;439;366;444;417;445;428;244;4994
"210535 Itaipava do Grajaú";15;9;30;15;23;17;26;22;26;20;19;18;240
"210540 Itapecuru Mirim";103;92;84;93;111;114;91;127;116;81;92;114;1218
"210542 Itinga do Maranhão";40;36;37;35;43;34;35;20;22;35;30;22;389
"210545 Jatobá";7;9;11;9;10;7;13;12;10;16;12;8;124
"210547 Jenipapo dos Vieiras";22;15;15;23;24;18;16;27;21;25;14;13;233
"210550 João Lisboa";36;35;41;34;57;35;44;42;40;43;46;43;496
"210560 Joselândia";26;19;23;31;39;25;31;27;26;38;36;21;342
"210565 Junco do Maranhão";14;8;6;6;4;12;4;10;13;13;13;5;108
"210570 Lago da Pedra";96;86;106;77;105;82;118;105;100;92;89;88;1144
"210580 Lago do Junco";23;9;9;16;14;18;17;21;22;14;18;13;194
"210594 Lago dos Rodrigues";18;15;14;8;16;13;19;19;19;14;11;19;185
"210590 Lago Verde";24;28;26;27;46;27;35;27;24;32;37;31;364
"210592 Lagoa do Mato";8;4;4;15;9;6;9;12;11;13;12;9;112
"210596 Lagoa Grande do Maranhão";22;26;18;20;27;30;25;26;34;32;36;33;329
"210598 Lajeado Novo";7;3;8;10;8;6;10;6;7;6;17;12;100
"210600 Lima Campos";30;15;22;16;22;28;21;16;29;21;16;12;248
"210610 Loreto";21;14;5;20;14;16;24;19;20;20;15;12;200
"210620 Luís Domingues";1;9;10;10;9;5;-;17;12;13;10;-;96
"210630 Magalhães de Almeida";21;26;25;26;20;21;16;27;27;21;29;29;288
"210632 Maracaçumé";32;33;14;6;24;16;39;44;22;28;28;18;304
"210635 Marajá do Sena";8;12;14;11;13;15;13;24;9;14;17;17;167
"210637 Maranhãozinho";12;7;8;14;15;12;13;18;17;24;10;8;158
"210640 Mata Roma";24;26;32;10;32;30;38;44;38;44;28;29;375
"210650 Matinha";17;25;36;27;22;47;38;41;45;43;34;36;411
"210660 Matões";41;31;41;36;46;32;48;54;58;40;47;42;516
"210663 Matões do Norte";16;9;5;10;10;8;9;10;13;12;4;18;124
"210667 Milagres do Maranhão";7;8;9;1;4;4;7;3;9;5;8;5;70
"210670 Mirador";20;19;19;23;27;20;26;32;41;31;27;24;309
"210675 Miranda do Norte";38;33;21;30;38;18;36;32;37;30;6;32;351
"210680 Mirinzal";15;17;12;32;16;26;26;28;30;27;20;34;283
"210690 Monção";24;17;27;31;35;38;31;25;24;25;37;26;340
"210700 Montes Altos";1;1;11;11;18;12;15;4;15;20;15;16;139
"210710 Morros";33;19;20;26;22;20;31;30;47;27;33;16;324
"210720 Nina Rodrigues";11;17;14;19;16;25;21;22;22;33;26;15;241
"210725 Nova Colinas";8;2;3;8;4;4;5;8;6;2;3;4;57
"210730 Nova Iorque";6;5;7;2;8;6;3;5;1;4;5;1;53
"210735 Nova Olinda do Maranhão";45;24;14;5;23;18;22;15;31;19;26;24;266
"210740 Olho d'Água das Cunhãs";25;20;23;24;32;26;28;35;32;37;43;27;352
"210745 Olinda Nova do Maranhão";19;15;13;9;18;20;21;14;23;17;23;19;211
"210750 Paço do Lumiar";102;92;102;125;120;118;111;95;100;89;73;102;1229
"210760 Palmeirândia";27;17;15;21;18;36;20;19;31;17;9;5;235
"210770 Paraibano";39;29;36;38;32;38;26;50;35;60;32;35;450
"210780 Parnarama";61;51;53;54;66;59;58;71;67;57;54;49;700
"210790 Passagem Franca";20;3;5;26;32;26;32;35;31;33;38;35;316
"210800 Pastos Bons";26;27;28;22;34;32;34;34;30;26;27;12;332
"210805 Paulino Neves";25;17;20;15;14;17;23;17;25;17;27;14;231
"210810 Paulo Ramos";47;17;30;48;37;33;45;45;40;30;41;33;446
"210820 Pedreiras";68;46;64;57;51;66;38;65;62;51;54;69;691
"210825 Pedro do Rosário";23;25;25;34;40;27;33;28;29;35;41;33;373
"210830 Penalva";63;51;60;63;43;11;62;60;59;78;71;74;695
"210840 Peri Mirim";12;17;14;13;18;10;5;13;9;9;10;5;135
"210845 Peritoró";52;43;32;36;33;48;38;28;37;40;42;39;468
"210850 Pindaré-Mirim";50;45;54;62;56;59;48;62;58;50;61;48;653
"210860 Pinheiro";136;113;122;150;154;148;134;130;137;136;140;126;1626
"210870 Pio XII";48;25;33;46;48;32;40;36;35;33;33;33;442
"210880 Pirapemas";15;9;27;11;29;21;24;23;10;10;34;34;247
"210890 Poção de Pedras";43;34;38;29;39;32;41;40;31;42;31;32;432
"210900 Porto Franco";26;25;47;38;51;38;40;40;43;36;34;39;457
"210905 Porto Rico do Maranhão";13;10;8;6;7;12;11;16;8;11;11;11;124
"210910 Presidente Dutra";75;71;75;82;92;80;76;66;83;53;81;77;911
"210920 Presidente Juscelino";16;9;22;15;13;5;14;11;9;17;16;23;170
"210923 Presidente Médici";2;5;6;12;8;18;21;9;11;5;8;9;114
"210927 Presidente Sarney";27;44;31;26;39;20;22;31;27;11;27;22;327
"210930 Presidente Vargas";5;2;4;17;19;17;25;22;25;7;4;19;166
"210940 Primeira Cruz";5;10;4;7;11;3;3;20;18;2;1;1;85
"210945 Raposa";45;31;31;32;42;38;39;40;49;46;53;49;495
"210950 Riachão";70;37;34;45;39;46;29;36;33;27;27;34;457
"210955 Ribamar Fiquene";11;6;7;4;12;7;5;7;7;13;5;3;87
"210960 Rosário";65;41;59;67;58;75;61;69;59;61;56;72;743
"210970 Sambaíba";7;5;2;11;2;9;9;6;6;7;11;8;83
"210975 Santa Filomena do Maranhão";6;3;7;8;2;5;11;6;14;13;6;6;87
"210980 Santa Helena";28;31;35;40;53;43;45;65;56;46;41;56;539
"210990 Santa Inês";181;177;192;180;167;171;166;146;176;164;159;134;2013
"211000 Santa Luzia";106;57;77;78;174;122;144;144;114;92;166;130;1404
"211003 Santa Luzia do Paruá";4;25;19;9;42;27;20;39;33;16;48;27;309
"211010 Santa Quitéria do Maranhão";58;55;46;59;53;57;45;58;62;49;49;51;642
"211020 Santa Rita";39;31;42;38;46;37;49;44;72;56;53;51;558
"211023 Santana do Maranhão";10;18;11;5;12;12;17;13;12;8;11;6;135
"211027 Santo Amaro do Maranhão";18;12;10;6;20;17;22;31;24;12;14;19;205
"211030 Santo Antônio dos Lopes";22;22;19;16;23;19;19;29;21;19;41;26;276
"211040 São Benedito do Rio Preto";37;37;34;39;21;27;24;31;37;32;21;37;377
"211050 São Bento";59;42;60;61;50;53;55;72;53;63;44;46;658
"211060 São Bernardo";42;46;51;42;47;46;57;53;54;39;32;42;551
"211065 São Domingos do Azeitão";10;10;16;14;17;13;11;17;9;12;14;11;154
"211070 São Domingos do Maranhão";63;65;62;57;64;59;53;61;62;80;63;48;737
"211080 São Félix de Balsas";6;5;4;5;9;5;7;10;7;6;11;5;80
"211085 São Francisco do Brejão";10;8;17;17;15;15;8;4;19;9;8;8;138
"211090 São Francisco do Maranhão";7;13;13;13;25;15;5;12;25;9;7;15;159
"211100 São João Batista";58;33;22;27;26;39;38;43;46;54;39;42;467
"211102 São João do Carú";4;-;3;8;18;25;16;25;14;16;14;1;144
"211105 São João do Paraíso";10;16;14;11;19;11;7;9;18;10;14;10;149
"211107 São João do Soter";35;27;18;30;26;22;29;24;26;23;33;15;308
"211110 São João dos Patos";39;30;32;38;43;44;49;24;34;36;49;29;447
"211120 São José de Ribamar";81;86;96;93;129;134;156;207;181;173;153;161;1650
"211125 São José dos Basílios";1;11;15;5;10;8;11;12;13;14;13;12;125
"211130 São Luís";1575;1208;1634;1578;1669;1587;1574;1493;1529;1525;1438;1507;18317
"211140 São Luís Gonzaga do Maranhão";13;13;19;22;34;11;12;40;42;35;29;30;300
"211150 São Mateus do Maranhão";50;40;80;50;51;35;64;45;48;50;53;53;619
"211153 São Pedro da Água Branca";17;12;21;17;7;17;11;7;15;14;6;7;151
"211157 São Pedro dos Crentes";2;4;2;9;8;6;7;5;4;8;4;11;70
"211160 São Raimundo das Mangabeiras";1;8;11;23;28;26;21;25;24;20;28;16;231
"211163 São Raimundo do Doca Bezerra";10;5;6;10;11;14;9;15;2;8;18;11;119
"211167 São Roberto";9;14;11;7;11;9;8;3;10;13;15;6;116
"211170 São Vicente Ferrer";31;36;19;26;39;38;32;42;34;28;28;42;395
"211172 Satubinha";-;2;3;3;8;6;-;1;-;4;1;1;29
"211174 Senador Alexandre Costa";19;16;13;13;22;10;18;23;19;10;11;15;189
"211176 Senador La Rocque";16;37;35;35;31;37;29;25;31;28;42;29;375
"211178 Serrano do Maranhão";11;5;5;23;13;15;7;18;6;18;12;11;144
"211180 Sítio Novo";22;17;24;21;19;22;32;25;28;18;26;14;268
"211190 Sucupira do Norte";12;15;19;14;17;17;21;30;17;17;12;12;203
"211195 Sucupira do Riachão";7;3;9;6;10;10;9;14;7;6;5;7;93
"211200 Tasso Fragoso";14;3;3;19;8;15;8;8;7;21;7;16;129
"211210 Timbiras";45;35;46;39;34;60;59;41;55;48;45;44;551
"211220 Timon";300;217;237;266;282;230;278;228;274;198;218;240;2968
"211223 Trizidela do Vale";35;29;35;37;35;43;32;27;40;27;40;37;417
"211227 Tufilândia";5;11;4;5;7;13;12;9;16;15;16;9;122
"211230 Tuntum";45;49;46;52;58;46;64;77;47;58;48;48;638
"211240 Turiaçu";31;36;42;37;38;39;27;44;48;44;48;34;468
"211245 Turilândia";30;28;15;30;14;14;23;39;38;33;31;24;319
"211250 Tutóia";72;42;54;50;47;49;73;73;83;63;59;47;712
"211260 Urbano Santos";30;39;37;33;20;52;40;40;66;43;57;71;528
"211270 Vargem Grande";94;72;76;88;93;80;88;72;102;75;74;85;999
"211280 Viana";99;60;56;88;75;41;41;43;53;78;43;68;745
"211285 Vila Nova dos Martírios";5;15;9;7;17;8;3;11;10;17;13;8;123
"211290 Vitória do Mearim";62;51;64;62;59;52;53;55;59;52;58;51;678
"211300 Vitorino Freire";40;16;53;40;49;47;36;53;35;31;27;31;458
"211400 Zé Doca";79;85;82;79;84;84;76;94;99;97;74;84;1017
"220005 Acauã";9;3;7;12;12;6;10;8;8;11;8;6;100
"220010 Agricolândia";8;10;7;7;3;7;9;5;8;8;9;6;87
"220020 Água Branca";32;22;28;28;25;32;33;22;17;27;19;25;310
"220025 Alagoinha do Piauí";7;11;6;7;17;6;14;14;8;4;8;11;113
"220027 Alegrete do Piauí";9;6;2;9;8;8;5;4;9;5;13;4;82
"220030 Alto Longá";12;19;19;13;15;19;19;15;18;13;6;15;183
"220040 Altos";62;71;62;64;58;62;66;76;66;60;55;55;757
"220045 Alvorada do Gurguéia";10;9;2;9;6;2;10;9;2;5;8;7;79
"220050 Amarante";32;24;36;25;26;22;26;25;18;27;25;17;303
"220060 Angical do Piauí";16;12;6;10;10;16;17;11;20;7;7;12;144
"220070 Anísio de Abreu";9;21;10;5;15;15;12;9;6;16;12;11;141
"220080 Antônio Almeida";4;3;-;4;7;5;3;1;6;7;8;4;52
"220090 Aroazes";2;7;6;3;8;5;9;10;13;12;11;12;98
"220100 Arraial";13;9;6;7;11;6;5;9;8;10;4;9;97
"220105 Assunção do Piauí";20;18;18;15;20;13;18;22;12;15;9;18;198
"220110 Avelino Lopes";24;26;22;34;25;35;27;23;23;29;32;12;312
"220115 Baixa Grande do Ribeiro";21;20;20;18;12;18;31;15;21;17;11;13;217
"220117 Barra D'Alcântara";6;2;5;7;6;3;9;6;5;8;5;1;63
"220120 Barras";106;54;83;89;78;97;84;111;98;79;84;71;1034
"220130 Barreiras do Piauí";2;2;1;1;4;2;1;1;1;2;10;10;37
"220140 Barro Duro";3;8;8;3;9;7;13;8;9;9;6;9;92
"220150 Batalha";34;38;36;42;40;31;32;39;42;40;44;41;459
"220155 Bela Vista do Piauí";12;5;-;4;15;6;8;7;6;4;7;9;83
"220157 Belém do Piauí";2;2;6;5;3;3;1;1;-;2;2;1;28
"220160 Beneditinos";12;18;17;9;22;15;14;8;8;11;14;8;156
"220170 Bertolínia";4;5;6;5;10;7;4;11;11;9;9;7;88
"220173 Betânia do Piauí";20;18;6;12;10;10;6;11;7;6;14;9;129
"220177 Boa Hora";10;5;5;7;6;7;4;11;11;12;7;3;88
"220180 Bocaina";9;7;4;5;3;3;2;5;9;12;12;3;74
"220190 Bom Jesus";34;22;41;33;31;43;43;45;29;43;38;32;434
"220191 Bom Princípio do Piauí";18;5;8;7;7;15;12;14;11;6;11;13;127
"220192 Bonfim do Piauí";15;11;8;9;11;7;11;5;5;8;11;6;107
"220194 Boqueirão do Piauí";7;6;2;5;9;9;7;18;8;9;6;5;91
"220196 Brasileira";13;3;4;8;7;8;12;9;8;13;10;6;101
"220198 Brejo do Piauí";6;9;2;6;6;-;4;3;7;3;6;8;60
"220200 Buriti dos Lopes";33;33;30;36;48;36;43;33;37;33;33;33;428
"220202 Buriti dos Montes";15;13;11;9;8;17;7;13;10;9;9;9;130
"220205 Cabeceiras do Piauí";10;8;11;14;15;14;17;14;10;9;17;10;149
"220207 Cajazeiras do Piauí";4;4;2;4;1;3;2;2;3;5;4;2;36
"220208 Cajueiro da Praia";5;4;8;5;8;4;9;10;10;6;7;8;84
"220209 Caldeirão Grande do Piauí";10;6;6;10;7;4;10;5;7;7;8;9;89
"220210 Campinas do Piauí";12;11;8;5;11;9;5;8;3;11;11;10;104
"220211 Campo Alegre do Fidalgo";7;9;7;16;11;11;3;5;9;6;10;8;102
"220213 Campo Grande do Piauí";6;7;11;6;12;7;9;7;11;9;12;1;98
"220217 Campo Largo do Piauí";7;9;5;13;6;10;8;11;11;14;8;5;107
