 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Mês do nascimento
Período:2002
"Município";"Janeiro";"Fevereiro";"Março";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"313065 Indaiabira";8;1;8;5;15;7;11;12;16;19;5;6;113
"313070 Indianópolis";3;5;7;2;7;2;6;2;6;8;3;4;55
"313080 Ingaí";3;4;4;5;-;3;3;5;3;4;1;2;37
"313090 Inhapim";45;39;38;37;35;29;35;35;39;23;26;24;405
"313100 Inhaúma";6;7;4;16;13;10;5;2;6;9;4;12;94
"313110 Inimutaba";13;8;6;2;5;7;7;9;8;5;10;6;86
"313115 Ipaba";28;23;21;20;26;28;20;23;22;21;20;17;269
"313120 Ipanema";18;28;37;27;30;21;26;31;24;26;12;19;299
"313130 Ipatinga";326;281;352;340;317;282;259;228;245;253;255;278;3416
"313140 Ipiaçu";7;6;6;5;2;5;7;2;4;1;7;2;54
"313150 Ipuiúna";7;8;12;8;14;9;2;4;5;2;4;4;79
"313160 Iraí de Minas";9;6;6;10;13;7;7;7;9;3;1;6;84
"313170 Itabira";136;133;168;176;156;123;121;118;139;103;127;126;1626
"313180 Itabirinha";16;16;16;12;14;12;14;13;13;14;11;16;167
"313190 Itabirito";58;46;82;64;50;50;56;46;55;50;46;67;670
"313200 Itacambira";3;2;3;3;2;5;6;6;4;2;4;6;46
"313210 Itacarambi";33;35;34;47;42;28;27;41;40;33;28;31;419
"313220 Itaguara";20;7;13;10;13;8;11;12;18;7;13;15;147
"313230 Itaipé";26;20;18;21;21;24;21;20;18;8;19;23;239
"313240 Itajubá";136;116;130;115;128;117;101;98;98;135;99;115;1388
"313250 Itamarandiba";65;50;61;63;62;54;56;39;53;63;69;52;687
"313260 Itamarati de Minas";4;5;2;4;1;4;1;3;1;2;1;3;31
"313270 Itambacuri";38;47;51;39;52;55;52;51;49;24;8;3;469
"313280 Itambé do Mato Dentro";1;3;2;4;3;1;1;3;1;1;2;1;23
"313290 Itamogi";9;9;7;14;14;10;7;13;10;13;8;7;121
"313300 Itamonte";15;16;9;12;21;16;19;16;15;17;13;8;177
"313310 Itanhandu";11;15;15;15;23;17;16;18;21;9;14;16;190
"313320 Itanhomi";14;18;22;17;18;13;11;19;14;20;10;16;192
"313330 Itaobim";29;25;7;32;36;28;32;29;46;32;18;28;342
"313340 Itapagipe";4;6;11;11;13;4;16;7;12;17;8;10;119
"313350 Itapecerica";20;30;27;21;29;33;12;21;17;23;24;21;278
"313360 Itapeva";5;10;10;9;13;6;7;3;5;9;11;10;98
"313370 Itatiaiuçu";6;5;13;18;6;8;16;9;14;9;14;11;129
"313375 Itaú de Minas";11;13;22;15;19;21;19;20;14;20;15;19;208
"313380 Itaúna";97;112;109;109;109;101;85;87;116;82;86;88;1181
"313390 Itaverava";8;1;-;9;-;1;1;7;5;3;9;8;52
"313400 Itinga";29;16;14;38;34;28;28;18;20;26;22;31;304
"313410 Itueta";11;3;11;6;4;-;13;5;6;9;5;11;84
"313420 Ituiutaba";125;124;112;122;97;95;85;83;94;102;91;101;1231
"313430 Itumirim";14;11;6;14;9;12;9;6;6;6;10;12;115
"313440 Iturama";44;35;52;45;50;36;50;30;42;38;41;31;494
"313450 Itutinga";9;4;4;1;4;4;5;4;4;2;4;3;48
"313460 Jaboticatubas";17;18;14;11;13;13;18;22;21;27;13;17;204
"313470 Jacinto";8;11;8;19;21;13;13;10;10;5;18;18;154
"313480 Jacuí";7;6;5;10;8;7;9;3;4;7;6;8;80
"313490 Jacutinga";21;36;31;30;28;23;35;21;26;31;30;26;338
"313500 Jaguaraçu";4;4;5;2;4;-;3;3;1;6;2;2;36
"313505 Jaíba";34;37;48;42;40;31;42;35;41;48;40;31;469
"313507 Jampruca";7;4;12;7;5;2;8;7;3;5;6;2;68
"313510 Janaúba";131;99;117;121;120;129;105;94;30;41;50;103;1140
"313520 Januária";111;80;144;111;120;98;109;87;111;90;89;101;1251
"313530 Japaraíba";5;4;6;6;2;7;2;7;4;2;3;2;50
"313535 Japonvar";15;9;13;11;12;7;10;12;12;7;3;12;123
"313540 Jeceaba";3;1;4;5;8;1;2;5;4;4;1;4;42
"313545 Jenipapo de Minas";9;3;3;8;6;6;13;4;8;5;5;3;73
"313550 Jequeri";6;21;14;19;27;16;16;11;16;15;13;13;187
"313560 Jequitaí";9;7;13;14;11;9;7;8;12;15;16;12;133
"313570 Jequitibá";3;10;1;5;7;10;1;5;6;8;5;6;67
"313580 Jequitinhonha";38;27;26;34;30;28;30;27;32;36;29;24;361
"313590 Jesuânia";10;4;7;10;10;3;8;5;3;6;5;4;75
"313600 Joaíma";23;25;20;26;24;3;3;4;5;4;23;32;192
"313610 Joanésia";5;4;3;8;8;5;6;6;7;7;7;5;71
"313620 João Monlevade";108;97;102;90;84;79;76;75;68;80;81;89;1029
"313630 João Pinheiro";74;67;93;92;59;69;87;57;69;74;58;84;883
"313640 Joaquim Felício";6;7;6;4;11;4;6;3;5;8;4;5;69
"313650 Jordânia";12;12;20;10;19;12;14;10;9;7;7;17;149
"313652 José Gonçalves de Minas";-;-;5;1;1;6;6;5;8;-;5;1;38
"313655 José Raydan";8;2;-;6;5;5;4;11;2;-;2;6;51
"313657 Josenópolis";11;10;9;7;9;5;4;4;8;4;6;6;83
"313665 Juatuba";39;31;44;25;32;19;34;21;22;26;22;27;342
"313670 Juiz de Fora";600;563;575;625;607;550;590;520;551;553;501;541;6776
"313680 Juramento";5;3;7;8;8;3;7;5;10;7;5;6;74
"313690 Juruaia";11;12;17;10;11;10;9;7;7;15;7;6;122
"313695 Juvenília";3;9;3;8;10;2;6;6;4;6;3;6;66
"313700 Ladainha";28;17;32;28;25;33;17;16;10;8;27;16;257
"313710 Lagamar";-;4;4;6;4;4;7;5;10;6;7;9;66
"313720 Lagoa da Prata";58;43;63;60;77;52;63;48;54;58;54;54;684
"313730 Lagoa dos Patos";5;7;5;8;9;6;8;1;8;9;6;3;75
"313740 Lagoa Dourada";18;18;15;14;22;16;18;5;12;15;14;11;178
"313750 Lagoa Formosa";14;20;16;17;11;13;23;12;15;11;12;11;175
"313753 Lagoa Grande";6;6;5;13;7;7;12;9;8;12;11;7;103
"313760 Lagoa Santa";70;48;74;79;71;55;60;43;68;42;47;63;720
"313770 Lajinha";30;35;33;34;47;35;30;35;28;28;31;19;385
"313780 Lambari";40;32;24;31;24;27;22;26;20;17;22;25;310
"313790 Lamim";5;1;-;5;1;3;-;7;3;4;4;6;39
"313800 Laranjal";3;3;4;3;7;2;10;2;6;4;3;-;47
"313810 Lassance";12;14;11;11;8;8;13;12;5;11;9;11;125
"313820 Lavras";121;115;130;105;120;118;117;85;118;92;109;115;1345
"313830 Leandro Ferreira";8;2;5;3;5;2;-;3;5;2;5;4;44
"313835 Leme do Prado";-;-;4;5;3;1;1;9;8;-;-;3;34
"313840 Leopoldina";66;68;78;92;59;61;63;65;58;45;61;64;780
"313850 Liberdade";7;9;7;5;4;7;5;2;8;10;7;4;75
"313860 Lima Duarte";17;18;23;18;20;16;18;16;17;26;10;7;206
"313862 Limeira do Oeste";6;7;9;10;4;6;5;6;3;-;5;7;68
"313865 Lontra";8;21;11;5;12;7;11;4;9;15;8;10;121
"313867 Luisburgo";14;12;10;9;7;12;8;7;7;11;9;15;121
"313868 Luislândia";9;8;10;8;13;8;6;9;15;9;-;8;103
"313870 Luminárias";5;4;4;10;3;4;11;6;7;4;4;3;65
"313880 Luz";21;23;16;23;31;23;25;12;21;25;20;21;261
"313890 Machacalis";11;18;12;5;16;9;13;13;10;12;11;8;138
"313900 Machado";60;57;46;40;5;60;54;39;57;41;45;63;567
"313910 Madre de Deus de Minas";5;4;11;6;3;3;5;5;6;1;4;5;58
"313920 Malacacheta";40;23;45;34;36;32;34;34;26;32;38;31;405
"313925 Mamonas";2;5;6;3;4;1;3;5;5;6;4;1;45
"313930 Manga";50;33;42;49;42;50;45;35;32;39;37;29;483
"313940 Manhuaçu";136;125;146;125;125;124;101;120;119;108;101;124;1454
"313950 Manhumirim";22;43;37;30;40;47;38;28;29;30;23;25;392
"313960 Mantena";44;31;35;41;33;37;24;36;26;41;27;41;416
"313980 Mar de Espanha";19;11;11;12;16;11;8;6;15;9;8;11;137
"313970 Maravilhas";8;6;6;5;12;5;7;6;5;7;9;12;88
"313990 Maria da Fé";18;18;21;9;22;18;15;18;18;30;20;13;220
"314000 Mariana";54;62;71;88;80;77;64;63;70;83;76;73;861
"314010 Marilac";2;4;3;8;8;5;8;8;2;7;7;5;67
"314015 Mário Campos";18;13;16;18;16;26;14;13;12;12;12;16;186
"314020 Maripá de Minas";3;1;4;1;2;4;-;3;-;1;2;-;21
"314030 Marliéria";7;5;6;5;3;2;9;6;8;3;5;3;62
"314040 Marmelópolis";2;2;1;6;3;3;2;6;5;4;5;9;48
"314050 Martinho Campos";13;11;15;15;16;17;12;8;7;8;15;9;146
"314053 Martins Soares";9;12;19;6;4;6;7;9;5;4;10;15;106
"314055 Mata Verde";22;19;18;14;13;20;14;10;19;10;9;13;181
"314060 Materlândia";7;8;5;7;7;9;-;6;2;-;10;8;69
"314070 Mateus Leme";32;39;42;43;37;26;41;43;37;38;32;45;455
"317150 Mathias Lobato";5;2;11;5;12;3;14;4;6;2;4;3;71
"314080 Matias Barbosa";20;19;20;16;17;13;15;9;9;13;10;13;174
"314085 Matias Cardoso";19;9;19;23;13;17;16;17;10;14;14;5;176
"314090 Matipó";29;46;26;38;36;54;32;36;45;50;29;25;446
"314100 Mato Verde";16;16;22;27;22;19;16;20;19;16;14;19;226
"314110 Matozinhos";57;44;48;52;43;19;39;38;48;45;2;34;469
"314120 Matutina";4;3;4;6;3;3;3;3;4;4;2;4;43
"314130 Medeiros";2;4;9;6;4;5;1;1;4;2;5;4;47
"314140 Medina";43;39;1;29;45;40;30;52;40;1;29;36;385
"314150 Mendes Pimentel";4;11;2;1;16;4;11;9;7;2;3;7;77
"314160 Mercês";15;15;15;14;10;9;12;6;21;9;21;9;156
"314170 Mesquita";15;8;8;11;9;13;13;13;12;7;9;10;128
"314180 Minas Novas";24;33;33;15;32;46;50;28;45;61;24;3;394
"314190 Minduri";10;5;4;4;6;4;3;6;3;2;4;3;54
"314200 Mirabela";18;14;24;24;28;12;22;28;30;22;27;19;268
"314210 Miradouro";18;18;9;22;18;11;14;9;13;18;10;-;160
"314220 Miraí";25;28;19;19;14;20;11;18;10;12;13;15;204
"314225 Miravânia";5;6;5;4;10;4;4;9;8;5;7;4;71
"314230 Moeda";4;6;5;4;3;2;1;3;3;8;1;2;42
"314240 Moema";12;11;14;11;11;12;10;8;9;7;6;7;118
"314250 Monjolos";9;2;2;4;4;4;8;3;1;2;1;1;41
"314260 Monsenhor Paulo";10;5;9;8;5;12;12;6;10;9;10;7;103
"314270 Montalvânia";21;25;27;20;34;28;26;25;26;26;31;34;323
"314280 Monte Alegre de Minas";13;15;24;15;7;12;19;25;13;9;14;27;193
"314290 Monte Azul";30;25;39;29;34;25;23;27;31;25;27;28;343
"314300 Monte Belo";15;14;13;13;14;18;15;14;11;22;24;9;182
"314310 Monte Carmelo";67;71;73;72;65;60;66;61;45;55;47;64;746
"314315 Monte Formoso";13;9;5;8;9;1;3;1;-;1;2;4;56
"314320 Monte Santo de Minas";23;28;30;34;25;30;29;29;24;19;27;20;318
"314340 Monte Sião";12;17;14;13;21;19;17;13;9;3;2;4;144
"314330 Montes Claros";537;495;564;612;559;533;480;467;462;493;467;467;6136
"314345 Montezuma";5;3;8;7;7;8;6;7;15;9;6;5;86
"314350 Morada Nova de Minas";2;5;10;7;8;4;4;4;7;11;3;10;75
"314360 Morro da Garça";3;4;7;7;2;5;4;4;6;6;5;4;57
"314370 Morro do Pilar";3;1;1;2;2;2;3;1;1;-;-;1;17
"314380 Munhoz";1;1;-;2;1;3;4;1;6;6;3;7;35
"314390 Muriaé";96;80;163;153;125;125;131;38;116;106;112;32;1277
"314400 Mutum";47;35;50;36;35;28;27;24;27;34;50;32;425
"314410 Muzambinho";26;19;24;32;23;23;23;22;26;20;28;17;283
"314420 Nacip Raydan";5;5;2;7;3;1;4;8;4;4;2;2;47
"314430 Nanuque";66;67;74;74;81;51;64;50;64;56;62;46;755
"314435 Naque";7;4;9;7;11;13;10;6;9;11;9;10;106
"314437 Natalândia";5;3;1;7;2;3;5;5;2;3;3;2;41
"314440 Natércia";1;9;7;3;7;9;7;3;6;5;4;4;65
"314450 Nazareno";12;5;13;18;10;9;10;9;5;5;12;10;118
"314460 Nepomuceno";28;35;35;36;35;26;26;29;29;30;28;23;360
"314465 Ninheira";13;7;11;8;12;13;18;11;20;9;13;12;147
"314467 Nova Belém";3;4;9;14;9;8;6;6;7;5;8;4;83
"314470 Nova Era";26;24;32;24;22;20;17;6;28;7;22;21;249
"314480 Nova Lima";91;78;84;76;97;76;81;61;71;74;83;85;957
"314490 Nova Módica";3;3;14;6;3;3;4;3;2;4;2;1;48
"314500 Nova Ponte";20;11;13;9;12;11;18;11;17;20;13;8;163
"314505 Nova Porteirinha";10;10;14;11;11;4;15;3;-;-;-;11;89
"314510 Nova Resende";14;18;23;26;22;19;22;14;17;16;20;18;229
"314520 Nova Serrana";76;67;81;73;81;88;72;60;62;74;78;57;869
"313660 Nova União";6;4;9;6;5;4;6;6;10;8;7;9;80
"314530 Novo Cruzeiro";73;72;59;46;44;48;73;59;11;9;62;65;621
"314535 Novo Oriente de Minas";9;13;15;11;17;8;11;9;10;7;9;10;129
"314537 Novorizonte";5;5;6;2;4;2;4;5;6;2;6;-;47
"314540 Olaria";3;1;2;2;3;2;2;1;-;2;4;2;24
"314545 Olhos-d'Água";9;6;7;6;3;6;6;7;8;3;6;3;70
"314550 Olímpio Noronha";4;5;2;3;3;3;4;7;1;3;8;5;48
"314560 Oliveira";49;42;52;54;56;53;54;30;43;43;35;44;555
"314570 Oliveira Fortes";1;1;3;3;-;-;2;1;2;3;2;1;19
"314580 Onça de Pitangui";6;2;2;3;8;5;1;1;3;4;2;1;38
"314585 Oratórios";2;6;7;3;3;3;2;9;6;8;5;3;57
"314587 Orizânia";14;10;5;13;4;12;6;2;5;9;6;12;98
"314590 Ouro Branco";31;28;55;40;17;37;36;37;36;44;36;46;443
"314600 Ouro Fino";38;32;37;32;34;37;35;24;32;39;43;33;416
"314610 Ouro Preto";89;49;86;72;54;46;78;74;78;72;71;77;846
"314620 Ouro Verde de Minas";7;8;12;9;3;13;2;-;2;-;1;14;71
"314625 Padre Carvalho";4;6;2;7;4;4;3;6;4;1;5;3;49
"314630 Padre Paraíso";22;14;30;9;28;31;14;14;12;32;33;41;280
"314655 Pai Pedro";7;6;4;6;5;3;4;2;2;2;4;8;53
"314640 Paineiras";2;3;8;2;3;-;1;3;5;2;1;2;32
"314650 Pains";8;7;9;12;11;11;11;10;8;13;-;13;113
"314660 Paiva";1;-;1;2;2;2;1;-;-;2;3;1;15
"314670 Palma";8;6;12;6;9;9;9;3;4;7;7;7;87
"314675 Palmópolis";3;9;1;7;14;14;7;12;-;-;2;9;78
"314690 Papagaios";25;19;17;26;18;19;16;17;24;27;22;16;246
"314710 Pará de Minas";110;97;133;138;128;94;93;96;89;102;90;84;1254
"314700 Paracatu";140;114;134;128;136;132;130;125;114;112;101;7;1373
"314720 Paraguaçu";22;13;24;18;34;17;21;18;18;16;18;22;241
"314730 Paraisópolis";16;20;19;25;26;19;19;17;27;18;20;24;250
"314740 Paraopeba";26;35;34;24;30;26;33;39;34;28;26;25;360
"314760 Passa Quatro";21;22;23;20;26;20;14;15;17;17;15;20;230
"314770 Passa Tempo";8;10;6;9;9;10;12;4;11;6;4;14;103
"314780 Passa-Vinte";6;2;1;3;1;-;-;1;4;6;-;2;26
"314750 Passabém";1;1;2;2;3;1;5;-;2;5;1;2;25
"314790 Passos";133;139;129;140;125;154;133;116;122;114;128;117;1550
"314795 Patis";6;4;9;4;4;6;6;6;2;8;4;5;64
"314800 Patos de Minas";165;159;174;177;182;158;164;155;157;148;162;137;1938
"314810 Patrocínio";110;123;101;131;112;103;117;118;115;106;100;97;1333
"314820 Patrocínio do Muriaé";2;7;5;5;6;10;5;2;4;4;4;4;58
"314830 Paula Cândido";15;13;14;12;8;15;13;9;11;15;9;5;139
"314840 Paulistas";11;8;8;7;6;10;6;9;10;6;6;6;93
"314850 Pavão";10;14;10;19;11;17;17;14;17;7;14;9;159
"314860 Peçanha";29;32;29;31;36;32;21;34;34;29;24;27;358
"314870 Pedra Azul";2;42;1;30;31;44;39;-;8;49;45;42;333
"314875 Pedra Bonita";10;14;9;11;12;13;17;8;8;12;17;15;146
"314880 Pedra do Anta";3;1;7;4;4;8;2;3;3;5;3;4;47
"314890 Pedra do Indaiá";3;2;1;4;2;3;-;3;3;4;1;1;27
"314900 Pedra Dourada";2;1;4;4;2;3;4;1;4;3;2;2;32
"314910 Pedralva";15;14;14;18;14;13;11;12;11;16;11;18;167
"314915 Pedras de Maria da Cruz";10;7;11;7;17;19;17;12;11;10;4;18;143
"314920 Pedrinópolis";1;4;5;5;6;3;5;2;3;5;4;2;45
"314930 Pedro Leopoldo";94;72;78;69;76;77;82;74;76;66;61;68;893
"314940 Pedro Teixeira";1;2;3;3;1;1;2;1;3;3;2;1;23
"314950 Pequeri";2;-;2;1;3;5;1;2;5;4;2;4;31
"314960 Pequi";2;5;6;6;4;3;6;10;5;2;1;2;52
"314970 Perdigão";7;8;7;13;11;5;5;4;7;9;7;7;90
"314980 Perdizes";16;16;12;20;18;10;10;15;13;13;16;13;172
"314990 Perdões";25;18;21;25;22;24;21;24;12;23;26;17;258
"314995 Periquito";16;11;11;20;19;13;10;5;10;16;6;11;148
"315000 Pescador";10;5;8;4;8;5;3;9;5;10;2;-;69
"315010 Piau";6;3;5;4;2;4;5;2;-;2;-;2;35
"315015 Piedade de Caratinga";6;4;18;15;8;8;7;8;12;7;9;8;110
"315020 Piedade de Ponte Nova";6;5;4;7;6;8;11;5;7;2;8;5;74
"315030 Piedade do Rio Grande";9;4;7;4;6;6;7;4;6;2;4;2;61
"315040 Piedade dos Gerais";-;7;5;4;1;4;1;5;3;3;4;2;39
"315050 Pimenta";4;7;9;8;7;10;6;8;6;6;4;6;81
"315053 Pingo-d'Água";8;4;10;6;9;7;6;5;8;5;4;4;76
"315057 Pintópolis";9;4;17;6;10;6;5;7;16;10;8;5;103
"315060 Piracema";3;4;9;11;6;5;4;4;5;5;4;5;65
"315070 Pirajuba";1;8;1;1;1;4;2;5;5;2;3;2;35
"315080 Piranga";36;25;45;27;30;15;19;22;29;24;13;21;306
"315090 Piranguçu";4;3;3;10;7;10;8;9;3;5;3;5;70
"315100 Piranguinho";11;6;16;16;9;5;7;11;11;7;11;13;123
"315110 Pirapetinga";17;15;16;18;16;19;21;8;11;10;12;14;177
"315120 Pirapora";77;113;90;97;106;69;75;78;79;69;80;78;1011
"315130 Piraúba";14;14;10;8;7;10;14;10;19;8;11;6;131
"315140 Pitangui";28;46;44;42;37;45;35;29;39;31;29;38;443
"315150 Piumhi";53;34;48;45;45;38;48;35;37;28;33;33;477
"315160 Planura";10;12;5;18;12;12;5;12;8;13;5;6;118
"315170 Poço Fundo";14;15;17;9;16;23;18;14;15;15;12;22;190
"315180 Poços de Caldas";175;184;167;171;200;168;150;143;158;45;44;154;1759
"315190 Pocrane";2;13;5;13;9;16;14;5;9;1;16;5;108
"315200 Pompéu";39;42;54;53;50;46;44;42;32;47;41;33;523
"315210 Ponte Nova";95;87;78;101;82;95;65;66;65;56;77;63;930
"315213 Ponto Chique";4;4;4;7;3;6;3;5;4;5;4;6;55
"315217 Ponto dos Volantes";9;7;3;14;17;10;12;6;10;13;17;13;131
"315220 Porteirinha";60;52;47;40;58;39;44;43;49;63;32;50;577
"315230 Porto Firme";6;5;12;13;16;13;9;14;5;8;5;7;113
"315240 Poté";22;21;23;12;19;27;25;20;21;20;22;6;238
"315250 Pouso Alegre";135;143;151;169;168;146;133;128;136;65;89;129;1592
"315260 Pouso Alto";3;8;10;6;8;4;2;9;4;2;6;6;68
"315270 Prados";10;9;14;15;14;10;13;9;10;9;18;11;142
"315280 Prata";29;21;27;28;27;37;20;23;28;20;29;35;324
"315290 Pratápolis";6;10;5;13;17;7;9;2;9;7;7;10;102
"315300 Pratinha";4;2;4;3;2;3;4;3;1;2;4;1;33
"315310 Presidente Bernardes";4;6;8;7;4;7;10;4;15;7;4;7;83
"315320 Presidente Juscelino";7;2;2;5;6;9;8;1;3;3;5;4;55
"315330 Presidente Kubitschek";6;6;4;1;6;5;1;2;1;5;4;5;46
"315340 Presidente Olegário";14;18;29;25;20;17;22;20;23;15;21;19;243
"315360 Prudente de Morais";13;18;14;11;11;9;6;6;15;13;5;8;129
"315370 Quartel Geral";7;2;6;4;7;1;4;3;4;6;3;6;53
"315380 Queluzito";1;2;-;-;-;1;-;3;3;1;2;2;15
"315390 Raposos";17;21;29;30;18;22;21;19;15;22;16;20;250
"315400 Raul Soares";33;30;22;34;45;23;26;30;29;21;20;28;341
"315410 Recreio";14;14;14;14;14;12;20;13;9;13;12;1;150
"315415 Reduto";9;9;8;12;9;10;11;9;6;18;5;9;115
"315420 Resende Costa";14;17;18;2;2;10;18;15;10;6;9;15;136
"315430 Resplendor";23;24;30;25;15;-;24;20;11;19;15;13;219
"315440 Ressaquinha";6;4;4;6;2;7;2;3;5;14;3;7;63
"315445 Riachinho";10;9;9;12;11;7;13;11;9;4;7;7;109
"315450 Riacho dos Machados";14;11;15;13;9;7;10;5;4;8;3;15;114
"315460 Ribeirão das Neves";451;449;502;446;418;452;413;403;408;410;371;384;5107
"315470 Ribeirão Vermelho";6;3;3;3;2;4;4;2;4;5;3;3;42
"315480 Rio Acima";10;10;8;7;10;15;12;9;5;8;9;6;109
"315490 Rio Casca";20;21;31;18;29;30;22;24;16;28;22;19;280
"315510 Rio do Prado";4;2;-;7;9;11;3;6;1;-;4;6;53
"315500 Rio Doce";-;4;3;1;1;1;1;1;3;3;2;1;21
"315520 Rio Espera";9;3;11;10;2;4;3;5;5;4;13;7;76
"315530 Rio Manso";7;6;3;4;2;2;8;6;4;4;2;6;54
"315540 Rio Novo";10;11;8;4;13;7;5;6;9;13;11;6;103
"315550 Rio Paranaíba";11;16;8;5;14;5;5;8;8;10;10;11;111
"315560 Rio Pardo de Minas";41;28;37;50;37;36;57;49;52;39;47;51;524
"315570 Rio Piracicaba";14;14;23;14;18;18;30;17;12;18;16;9;203
"315580 Rio Pomba";21;15;15;25;12;16;15;1;13;19;22;17;191
"315590 Rio Preto";6;2;9;5;5;5;7;2;1;5;2;7;56
"315600 Rio Vermelho";18;25;14;32;23;23;26;20;27;38;19;21;286
"315610 Ritápolis";7;6;3;3;5;3;5;4;2;1;2;7;48
"315620 Rochedo de Minas";1;1;4;4;3;3;4;-;2;-;1;1;24
"315630 Rodeiro";3;1;12;6;3;10;5;5;4;3;5;2;59
"315640 Romaria";3;6;1;5;3;-;4;-;1;1;3;2;29
"315645 Rosário da Limeira";-;2;2;4;4;5;9;-;6;5;5;-;42
"315650 Rubelita";10;16;12;9;9;10;5;13;13;5;12;4;118
"315660 Rubim";13;11;14;14;27;10;21;14;-;-;14;17;155
"315670 Sabará";181;178;187;207;157;146;177;151;141;142;144;141;1952
"315680 Sabinópolis";28;25;26;19;29;25;1;24;3;2;26;29;237
"315690 Sacramento";29;29;20;29;4;30;28;23;24;1;7;23;247
"315700 Salinas";56;60;75;60;66;50;49;67;52;61;62;46;704
"315710 Salto da Divisa";6;1;-;7;12;8;10;11;2;1;13;10;81
"315720 Santa Bárbara";28;31;34;34;41;24;36;31;33;29;32;31;384
"315725 Santa Bárbara do Leste";13;9;9;14;5;17;13;8;13;7;9;19;136
"315727 Santa Bárbara do Monte Verde";2;1;-;1;3;3;2;2;4;3;5;1;27
"315730 Santa Bárbara do Tugúrio";2;6;4;3;10;7;9;3;6;4;4;4;62
"315733 Santa Cruz de Minas";10;14;8;7;17;14;9;6;8;5;14;11;123
"315737 Santa Cruz de Salinas";3;11;7;4;4;1;4;4;7;4;5;-;54
"315740 Santa Cruz do Escalvado";7;2;7;10;3;5;7;11;8;8;4;4;76
"315750 Santa Efigênia de Minas";7;8;15;9;10;8;8;8;11;5;7;4;100
"315760 Santa Fé de Minas";4;4;3;3;6;3;2;8;6;5;5;5;54
"315765 Santa Helena de Minas";10;11;5;10;12;9;12;14;5;8;8;8;112
"315770 Santa Juliana";14;13;13;10;13;14;11;10;11;6;10;12;137
"315780 Santa Luzia";323;266;318;289;336;303;296;289;287;267;242;286;3502
"315790 Santa Margarida";16;18;17;22;8;11;16;23;9;13;23;16;192
"315800 Santa Maria de Itabira";9;19;14;13;14;10;17;22;12;10;12;15;167
"315810 Santa Maria do Salto";9;12;4;4;6;5;13;6;2;1;3;6;71
"315820 Santa Maria do Suaçuí";19;14;2;25;40;28;35;22;26;28;15;17;271
"315920 Santa Rita de Caldas";4;4;13;8;13;7;8;9;5;2;2;5;80
"315940 Santa Rita de Ibitipoca";7;4;3;1;3;2;10;3;5;9;1;6;54
"315930 Santa Rita de Jacutinga";5;6;5;9;7;7;7;1;3;1;2;1;54
"315935 Santa Rita de Minas";9;4;9;7;4;3;6;11;9;11;10;8;91
"315950 Santa Rita do Itueto";12;8;11;4;6;-;6;14;11;4;9;4;89
"315960 Santa Rita do Sapucaí";52;44;39;48;57;44;50;36;28;29;33;22;482
"315970 Santa Rosa da Serra";1;3;4;2;5;9;2;8;7;4;1;2;48
"315980 Santa Vitória";19;9;15;27;20;26;8;16;15;12;11;12;190
"315830 Santana da Vargem";11;8;9;10;8;8;9;7;5;11;9;12;107
"315840 Santana de Cataguases";3;6;1;2;4;6;2;5;1;4;3;2;39
"315850 Santana de Pirapama";10;8;9;6;6;9;7;7;9;6;8;12;97
"315860 Santana do Deserto";1;2;2;2;8;4;1;3;4;1;1;1;30
"315870 Santana do Garambéu";-;4;1;-;5;2;-;5;2;5;2;3;29
"315880 Santana do Jacaré";6;6;8;7;9;6;5;5;4;6;12;2;76
"315890 Santana do Manhuaçu";16;15;15;21;13;20;11;21;11;15;9;6;173
"315895 Santana do Paraíso";25;32;24;24;33;35;19;27;24;20;24;28;315
"315900 Santana do Riacho";-;4;1;3;3;3;2;6;2;2;1;-;27
"315910 Santana dos Montes";1;-;1;4;6;6;7;6;6;4;8;6;55
"315990 Santo Antônio do Amparo";34;27;35;20;34;28;26;12;28;26;26;18;314
"316000 Santo Antônio do Aventureiro";3;-;5;2;2;1;3;1;1;1;3;3;25
"316010 Santo Antônio do Grama";7;9;8;8;9;4;3;3;9;4;6;8;78
"316020 Santo Antônio do Itambé";8;12;6;3;-;10;-;8;6;9;3;4;69
"316030 Santo Antônio do Jacinto";1;4;4;15;12;14;11;11;14;7;11;9;113
"316040 Santo Antônio do Monte";39;27;40;36;34;25;31;17;29;28;34;32;372
"316045 Santo Antônio do Retiro";10;2;11;7;4;5;6;12;13;14;6;8;98
"316050 Santo Antônio do Rio Abaixo";3;3;-;4;2;1;1;3;3;5;2;2;29
"316060 Santo Hipólito";6;1;5;3;6;5;2;2;7;4;4;9;54
"316070 Santos Dumont";58;59;64;53;65;50;51;47;54;44;55;52;652
"316080 São Bento Abade";9;4;11;5;12;8;5;8;3;5;4;8;82
"316090 São Brás do Suaçuí";3;-;3;3;2;1;1;6;2;-;-;-;21
"316095 São Domingos das Dores";10;7;9;14;6;10;9;6;9;12;8;7;107
"316100 São Domingos do Prata";31;19;9;24;14;14;24;16;16;16;9;26;218
"316105 São Félix de Minas";4;5;-;-;3;-;2;4;10;2;6;6;42
"316110 São Francisco";80;76;112;89;93;94;87;78;81;77;83;93;1043
"316120 São Francisco de Paula";7;7;10;8;13;4;9;3;5;7;12;7;92
